concept_id,domain,variant_id,base_meaning,headline
5,fx,7,FX reserve update signals rmb weakness for currency-sensitive allocations,"FX reserve update implies rmb weakness, so currency-sensitive allocations are under review."
5,fx,8,FX reserve update signals rmb weakness for currency-sensitive allocations,Investors read FX reserve update as a sign of rmb weakness for currency-sensitive allocations.
5,fx,9,FX reserve update signals rmb weakness for currency-sensitive allocations,currency-sensitive allocations face renewed risk after FX reserve update signaled rmb weakness.
5,fx,10,FX reserve update signals rmb weakness for currency-sensitive allocations,"rmb weakness expectations increased following FX reserve update, impacting currency-sensitive allocations."
6,credit,1,default cycle signal signals default risk repricing for corporate credit exposures,default cycle signal is signaling default risk repricing for corporate credit exposures.
6,credit,2,default cycle signal signals default risk repricing for corporate credit exposures,corporate credit exposures are reacting as default cycle signal points to default risk repricing.
6,credit,3,default cycle signal signals default risk repricing for corporate credit exposures,"default cycle signal now suggests default risk repricing, putting pressure on corporate credit exposures."
6,credit,4,default cycle signal signals default risk repricing for corporate credit exposures,corporate credit exposures are being repriced because default cycle signal indicates default risk repricing.
6,credit,5,default cycle signal signals default risk repricing for corporate credit exposures,"default risk repricing is being signaled by default cycle signal, affecting corporate credit exposures."
6,credit,6,default cycle signal signals default risk repricing for corporate credit exposures,"After default cycle signal, markets are pricing in default risk repricing for corporate credit exposures."
6,credit,7,default cycle signal signals default risk repricing for corporate credit exposures,"default cycle signal implies default risk repricing, so corporate credit exposures are under review."
6,credit,8,default cycle signal signals default risk repricing for corporate credit exposures,Investors read default cycle signal as a sign of default risk repricing for corporate credit exposures.
6,credit,9,default cycle signal signals default risk repricing for corporate credit exposures,corporate credit exposures face renewed risk after default cycle signal signaled default risk repricing.
6,credit,10,default cycle signal signals default risk repricing for corporate credit exposures,"default risk repricing expectations increased following default cycle signal, impacting corporate credit exposures."
7,china,1,China policy meeting signals policy easing for mainland and china policy trades,China policy meeting is signaling policy easing for mainland and china policy trades.
7,china,2,China policy meeting signals policy easing for mainland and china policy trades,mainland and china policy trades are reacting as China policy meeting points to policy easing.
7,china,3,China policy meeting signals policy easing for mainland and china policy trades,"China policy meeting now suggests policy easing, putting pressure on mainland and china policy trades."
7,china,4,China policy meeting signals policy easing for mainland and china policy trades,mainland and china policy trades are being repriced because China policy meeting indicates policy easing.
7,china,5,China policy meeting signals policy easing for mainland and china policy trades,"policy easing is being signaled by China policy meeting, affecting mainland and china policy trades."
7,china,6,China policy meeting signals policy easing for mainland and china policy trades,"After China policy meeting, markets are pricing in policy easing for mainland and china policy trades."
7,china,7,China policy meeting signals policy easing for mainland and china policy trades,"China policy meeting implies policy easing, so mainland and china policy trades are under review."
7,china,8,China policy meeting signals policy easing for mainland and china policy trades,Investors read China policy meeting as a sign of policy easing for mainland and china policy trades.
7,china,9,China policy meeting signals policy easing for mainland and china policy trades,mainland and china policy trades face renewed risk after China policy meeting signaled policy easing.
7,china,10,China policy meeting signals policy easing for mainland and china policy trades,"policy easing expectations increased following China policy meeting, impacting mainland and china policy trades."
8,us_macro,1,Fed communication signals labor data miss for us macro-sensitive allocations,Fed communication is signaling labor data miss for us macro-sensitive allocations.
8,us_macro,2,Fed communication signals labor data miss for us macro-sensitive allocations,us macro-sensitive allocations are reacting as Fed communication points to labor data miss.
8,us_macro,3,Fed communication signals labor data miss for us macro-sensitive allocations,"Fed communication now suggests labor data miss, putting pressure on us macro-sensitive allocations."
8,us_macro,4,Fed communication signals labor data miss for us macro-sensitive allocations,us macro-sensitive allocations are being repriced because Fed communication indicates labor data miss.
8,us_macro,5,Fed communication signals labor data miss for us macro-sensitive allocations,"labor data miss is being signaled by Fed communication, affecting us macro-sensitive allocations."
8,us_macro,6,Fed communication signals labor data miss for us macro-sensitive allocations,"After Fed communication, markets are pricing in labor data miss for us macro-sensitive allocations."
8,us_macro,7,Fed communication signals labor data miss for us macro-sensitive allocations,"Fed communication implies labor data miss, so us macro-sensitive allocations are under review."
8,us_macro,8,Fed communication signals labor data miss for us macro-sensitive allocations,Investors read Fed communication as a sign of labor data miss for us macro-sensitive allocations.
8,us_macro,9,Fed communication signals labor data miss for us macro-sensitive allocations,us macro-sensitive allocations face renewed risk after Fed communication signaled labor data miss.
8,us_macro,10,Fed communication signals labor data miss for us macro-sensitive allocations,"labor data miss expectations increased following Fed communication, impacting us macro-sensitive allocations."
9,tech,1,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,semiconductor cycle briefing is signaling software demand slowdown for technology and innovation themes.
9,tech,2,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,technology and innovation themes are reacting as semiconductor cycle briefing points to software demand slowdown.
9,tech,3,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,"semiconductor cycle briefing now suggests software demand slowdown, putting pressure on technology and innovation themes."
9,tech,4,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,technology and innovation themes are being repriced because semiconductor cycle briefing indicates software demand slowdown.
9,tech,5,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,"software demand slowdown is being signaled by semiconductor cycle briefing, affecting technology and innovation themes."
9,tech,6,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,"After semiconductor cycle briefing, markets are pricing in software demand slowdown for technology and innovation themes."
9,tech,7,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,"semiconductor cycle briefing implies software demand slowdown, so technology and innovation themes are under review."
9,tech,8,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,Investors read semiconductor cycle briefing as a sign of software demand slowdown for technology and innovation themes.
9,tech,9,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,technology and innovation themes face renewed risk after semiconductor cycle briefing signaled software demand slowdown.
9,tech,10,semiconductor cycle briefing signals software demand slowdown for technology and innovation themes,"software demand slowdown expectations increased following semiconductor cycle briefing, impacting technology and innovation themes."
10,money_market,1,short-rate policy update signals short-rate repricing for cash and money-market sleeves,short-rate policy update is signaling short-rate repricing for cash and money-market sleeves.
10,money_market,2,short-rate policy update signals short-rate repricing for cash and money-market sleeves,cash and money-market sleeves are reacting as short-rate policy update points to short-rate repricing.
10,money_market,3,short-rate policy update signals short-rate repricing for cash and money-market sleeves,"short-rate policy update now suggests short-rate repricing, putting pressure on cash and money-market sleeves."
10,money_market,4,short-rate policy update signals short-rate repricing for cash and money-market sleeves,cash and money-market sleeves are being repriced because short-rate policy update indicates short-rate repricing.
10,money_market,5,short-rate policy update signals short-rate repricing for cash and money-market sleeves,"short-rate repricing is being signaled by short-rate policy update, affecting cash and money-market sleeves."
10,money_market,6,short-rate policy update signals short-rate repricing for cash and money-market sleeves,"After short-rate policy update, markets are pricing in short-rate repricing for cash and money-market sleeves."
10,money_market,7,short-rate policy update signals short-rate repricing for cash and money-market sleeves,"short-rate policy update implies short-rate repricing, so cash and money-market sleeves are under review."
10,money_market,8,short-rate policy update signals short-rate repricing for cash and money-market sleeves,Investors read short-rate policy update as a sign of short-rate repricing for cash and money-market sleeves.
10,money_market,9,short-rate policy update signals short-rate repricing for cash and money-market sleeves,cash and money-market sleeves face renewed risk after short-rate policy update signaled short-rate repricing.
10,money_market,10,short-rate policy update signals short-rate repricing for cash and money-market sleeves,"short-rate repricing expectations increased following short-rate policy update, impacting cash and money-market sleeves."
11,equity,1,corporate guidance release signals revenue slowdown for regional equity baskets,corporate guidance release is signaling revenue slowdown for regional equity baskets.
11,equity,2,corporate guidance release signals revenue slowdown for regional equity baskets,regional equity baskets are reacting as corporate guidance release points to revenue slowdown.
11,equity,3,corporate guidance release signals revenue slowdown for regional equity baskets,"corporate guidance release now suggests revenue slowdown, putting pressure on regional equity baskets."
11,equity,4,corporate guidance release signals revenue slowdown for regional equity baskets,regional equity baskets are being repriced because corporate guidance release indicates revenue slowdown.
11,equity,5,corporate guidance release signals revenue slowdown for regional equity baskets,"revenue slowdown is being signaled by corporate guidance release, affecting regional equity baskets."
11,equity,6,corporate guidance release signals revenue slowdown for regional equity baskets,"After corporate guidance release, markets are pricing in revenue slowdown for regional equity baskets."
11,equity,7,corporate guidance release signals revenue slowdown for regional equity baskets,"corporate guidance release implies revenue slowdown, so regional equity baskets are under review."
11,equity,8,corporate guidance release signals revenue slowdown for regional equity baskets,Investors read corporate guidance release as a sign of revenue slowdown for regional equity baskets.
11,equity,9,corporate guidance release signals revenue slowdown for regional equity baskets,regional equity baskets face renewed risk after corporate guidance release signaled revenue slowdown.
11,equity,10,corporate guidance release signals revenue slowdown for regional equity baskets,"revenue slowdown expectations increased following corporate guidance release, impacting regional equity baskets."
12,rates,1,inflation print release signals term premium shock for duration-sensitive bond exposures,inflation print release is signaling term premium shock for duration-sensitive bond exposures.
12,rates,2,inflation print release signals term premium shock for duration-sensitive bond exposures,duration-sensitive bond exposures are reacting as inflation print release points to term premium shock.
12,rates,3,inflation print release signals term premium shock for duration-sensitive bond exposures,"inflation print release now suggests term premium shock, putting pressure on duration-sensitive bond exposures."
12,rates,4,inflation print release signals term premium shock for duration-sensitive bond exposures,duration-sensitive bond exposures are being repriced because inflation print release indicates term premium shock.
12,rates,5,inflation print release signals term premium shock for duration-sensitive bond exposures,"term premium shock is being signaled by inflation print release, affecting duration-sensitive bond exposures."
12,rates,6,inflation print release signals term premium shock for duration-sensitive bond exposures,"After inflation print release, markets are pricing in term premium shock for duration-sensitive bond exposures."
12,rates,7,inflation print release signals term premium shock for duration-sensitive bond exposures,"inflation print release implies term premium shock, so duration-sensitive bond exposures are under review."
12,rates,8,inflation print release signals term premium shock for duration-sensitive bond exposures,Investors read inflation print release as a sign of term premium shock for duration-sensitive bond exposures.
12,rates,9,inflation print release signals term premium shock for duration-sensitive bond exposures,duration-sensitive bond exposures face renewed risk after inflation print release signaled term premium shock.
12,rates,10,inflation print release signals term premium shock for duration-sensitive bond exposures,"term premium shock expectations increased following inflation print release, impacting duration-sensitive bond exposures."
13,commodity,1,OPEC supply announcement signals energy spike for commodity-linked holdings,OPEC supply announcement is signaling energy spike for commodity-linked holdings.
13,commodity,2,OPEC supply announcement signals energy spike for commodity-linked holdings,commodity-linked holdings are reacting as OPEC supply announcement points to energy spike.
13,commodity,3,OPEC supply announcement signals energy spike for commodity-linked holdings,"OPEC supply announcement now suggests energy spike, putting pressure on commodity-linked holdings."
13,commodity,4,OPEC supply announcement signals energy spike for commodity-linked holdings,commodity-linked holdings are being repriced because OPEC supply announcement indicates energy spike.
13,commodity,5,OPEC supply announcement signals energy spike for commodity-linked holdings,"energy spike is being signaled by OPEC supply announcement, affecting commodity-linked holdings."
13,commodity,6,OPEC supply announcement signals energy spike for commodity-linked holdings,"After OPEC supply announcement, markets are pricing in energy spike for commodity-linked holdings."
13,commodity,7,OPEC supply announcement signals energy spike for commodity-linked holdings,"OPEC supply announcement implies energy spike, so commodity-linked holdings are under review."
13,commodity,8,OPEC supply announcement signals energy spike for commodity-linked holdings,Investors read OPEC supply announcement as a sign of energy spike for commodity-linked holdings.
13,commodity,9,OPEC supply announcement signals energy spike for commodity-linked holdings,commodity-linked holdings face renewed risk after OPEC supply announcement signaled energy spike.
13,commodity,10,OPEC supply announcement signals energy spike for commodity-linked holdings,"energy spike expectations increased following OPEC supply announcement, impacting commodity-linked holdings."
14,crypto,1,exchange policy update signals risk-off flows for crypto and digital-asset proxies,exchange policy update is signaling risk-off flows for crypto and digital-asset proxies.
14,crypto,2,exchange policy update signals risk-off flows for crypto and digital-asset proxies,crypto and digital-asset proxies are reacting as exchange policy update points to risk-off flows.
14,crypto,3,exchange policy update signals risk-off flows for crypto and digital-asset proxies,"exchange policy update now suggests risk-off flows, putting pressure on crypto and digital-asset proxies."
14,crypto,4,exchange policy update signals risk-off flows for crypto and digital-asset proxies,crypto and digital-asset proxies are being repriced because exchange policy update indicates risk-off flows.
14,crypto,5,exchange policy update signals risk-off flows for crypto and digital-asset proxies,"risk-off flows is being signaled by exchange policy update, affecting crypto and digital-asset proxies."
14,crypto,6,exchange policy update signals risk-off flows for crypto and digital-asset proxies,"After exchange policy update, markets are pricing in risk-off flows for crypto and digital-asset proxies."
14,crypto,7,exchange policy update signals risk-off flows for crypto and digital-asset proxies,"exchange policy update implies risk-off flows, so crypto and digital-asset proxies are under review."
14,crypto,8,exchange policy update signals risk-off flows for crypto and digital-asset proxies,Investors read exchange policy update as a sign of risk-off flows for crypto and digital-asset proxies.
14,crypto,9,exchange policy update signals risk-off flows for crypto and digital-asset proxies,crypto and digital-asset proxies face renewed risk after exchange policy update signaled risk-off flows.
14,crypto,10,exchange policy update signals risk-off flows for crypto and digital-asset proxies,"risk-off flows expectations increased following exchange policy update, impacting crypto and digital-asset proxies."
15,fx,1,cross-border flow data signals hedging cost increase for currency-sensitive allocations,cross-border flow data is signaling hedging cost increase for currency-sensitive allocations.
15,fx,2,cross-border flow data signals hedging cost increase for currency-sensitive allocations,currency-sensitive allocations are reacting as cross-border flow data points to hedging cost increase.
15,fx,3,cross-border flow data signals hedging cost increase for currency-sensitive allocations,"cross-border flow data now suggests hedging cost increase, putting pressure on currency-sensitive allocations."
15,fx,4,cross-border flow data signals hedging cost increase for currency-sensitive allocations,currency-sensitive allocations are being repriced because cross-border flow data indicates hedging cost increase.
15,fx,5,cross-border flow data signals hedging cost increase for currency-sensitive allocations,"hedging cost increase is being signaled by cross-border flow data, affecting currency-sensitive allocations."
15,fx,6,cross-border flow data signals hedging cost increase for currency-sensitive allocations,"After cross-border flow data, markets are pricing in hedging cost increase for currency-sensitive allocations."
15,fx,7,cross-border flow data signals hedging cost increase for currency-sensitive allocations,"cross-border flow data implies hedging cost increase, so currency-sensitive allocations are under review."
15,fx,8,cross-border flow data signals hedging cost increase for currency-sensitive allocations,Investors read cross-border flow data as a sign of hedging cost increase for currency-sensitive allocations.
15,fx,9,cross-border flow data signals hedging cost increase for currency-sensitive allocations,currency-sensitive allocations face renewed risk after cross-border flow data signaled hedging cost increase.
15,fx,10,cross-border flow data signals hedging cost increase for currency-sensitive allocations,"hedging cost increase expectations increased following cross-border flow data, impacting currency-sensitive allocations."
16,credit,1,credit market update signals spread widening for corporate credit exposures,credit market update is signaling spread widening for corporate credit exposures.
16,credit,2,credit market update signals spread widening for corporate credit exposures,corporate credit exposures are reacting as credit market update points to spread widening.
16,credit,3,credit market update signals spread widening for corporate credit exposures,"credit market update now suggests spread widening, putting pressure on corporate credit exposures."
16,credit,4,credit market update signals spread widening for corporate credit exposures,corporate credit exposures are being repriced because credit market update indicates spread widening.
16,credit,5,credit market update signals spread widening for corporate credit exposures,"spread widening is being signaled by credit market update, affecting corporate credit exposures."
16,credit,6,credit market update signals spread widening for corporate credit exposures,"After credit market update, markets are pricing in spread widening for corporate credit exposures."
16,credit,7,credit market update signals spread widening for corporate credit exposures,"credit market update implies spread widening, so corporate credit exposures are under review."
16,credit,8,credit market update signals spread widening for corporate credit exposures,Investors read credit market update as a sign of spread widening for corporate credit exposures.
16,credit,9,credit market update signals spread widening for corporate credit exposures,corporate credit exposures face renewed risk after credit market update signaled spread widening.
16,credit,10,credit market update signals spread widening for corporate credit exposures,"spread widening expectations increased following credit market update, impacting corporate credit exposures."
17,china,1,mainland macro briefing signals property stress for mainland and china policy trades,mainland macro briefing is signaling property stress for mainland and china policy trades.
17,china,2,mainland macro briefing signals property stress for mainland and china policy trades,mainland and china policy trades are reacting as mainland macro briefing points to property stress.
17,china,3,mainland macro briefing signals property stress for mainland and china policy trades,"mainland macro briefing now suggests property stress, putting pressure on mainland and china policy trades."
17,china,4,mainland macro briefing signals property stress for mainland and china policy trades,mainland and china policy trades are being repriced because mainland macro briefing indicates property stress.
17,china,5,mainland macro briefing signals property stress for mainland and china policy trades,"property stress is being signaled by mainland macro briefing, affecting mainland and china policy trades."
17,china,6,mainland macro briefing signals property stress for mainland and china policy trades,"After mainland macro briefing, markets are pricing in property stress for mainland and china policy trades."
17,china,7,mainland macro briefing signals property stress for mainland and china policy trades,"mainland macro briefing implies property stress, so mainland and china policy trades are under review."
17,china,8,mainland macro briefing signals property stress for mainland and china policy trades,Investors read mainland macro briefing as a sign of property stress for mainland and china policy trades.
17,china,9,mainland macro briefing signals property stress for mainland and china policy trades,mainland and china policy trades face renewed risk after mainland macro briefing signaled property stress.
17,china,10,mainland macro briefing signals property stress for mainland and china policy trades,"property stress expectations increased following mainland macro briefing, impacting mainland and china policy trades."
18,us_macro,1,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,US fiscal update is signaling fiscal uncertainty for us macro-sensitive allocations.
18,us_macro,2,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,us macro-sensitive allocations are reacting as US fiscal update points to fiscal uncertainty.
18,us_macro,3,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,"US fiscal update now suggests fiscal uncertainty, putting pressure on us macro-sensitive allocations."
18,us_macro,4,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,us macro-sensitive allocations are being repriced because US fiscal update indicates fiscal uncertainty.
18,us_macro,5,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,"fiscal uncertainty is being signaled by US fiscal update, affecting us macro-sensitive allocations."
18,us_macro,6,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,"After US fiscal update, markets are pricing in fiscal uncertainty for us macro-sensitive allocations."
18,us_macro,7,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,"US fiscal update implies fiscal uncertainty, so us macro-sensitive allocations are under review."
18,us_macro,8,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,Investors read US fiscal update as a sign of fiscal uncertainty for us macro-sensitive allocations.
18,us_macro,9,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,us macro-sensitive allocations face renewed risk after US fiscal update signaled fiscal uncertainty.
18,us_macro,10,US fiscal update signals fiscal uncertainty for us macro-sensitive allocations,"fiscal uncertainty expectations increased following US fiscal update, impacting us macro-sensitive allocations."
19,tech,1,big tech guidance release signals ai cycle repricing for technology and innovation themes,big tech guidance release is signaling ai cycle repricing for technology and innovation themes.
19,tech,2,big tech guidance release signals ai cycle repricing for technology and innovation themes,technology and innovation themes are reacting as big tech guidance release points to ai cycle repricing.
19,tech,3,big tech guidance release signals ai cycle repricing for technology and innovation themes,"big tech guidance release now suggests ai cycle repricing, putting pressure on technology and innovation themes."
19,tech,4,big tech guidance release signals ai cycle repricing for technology and innovation themes,technology and innovation themes are being repriced because big tech guidance release indicates ai cycle repricing.
19,tech,5,big tech guidance release signals ai cycle repricing for technology and innovation themes,"ai cycle repricing is being signaled by big tech guidance release, affecting technology and innovation themes."
19,tech,6,big tech guidance release signals ai cycle repricing for technology and innovation themes,"After big tech guidance release, markets are pricing in ai cycle repricing for technology and innovation themes."
19,tech,7,big tech guidance release signals ai cycle repricing for technology and innovation themes,"big tech guidance release implies ai cycle repricing, so technology and innovation themes are under review."
19,tech,8,big tech guidance release signals ai cycle repricing for technology and innovation themes,Investors read big tech guidance release as a sign of ai cycle repricing for technology and innovation themes.
19,tech,9,big tech guidance release signals ai cycle repricing for technology and innovation themes,technology and innovation themes face renewed risk after big tech guidance release signaled ai cycle repricing.
19,tech,10,big tech guidance release signals ai cycle repricing for technology and innovation themes,"ai cycle repricing expectations increased following big tech guidance release, impacting technology and innovation themes."
20,money_market,1,funding market signal signals funding pressure for cash and money-market sleeves,funding market signal is signaling funding pressure for cash and money-market sleeves.
20,money_market,2,funding market signal signals funding pressure for cash and money-market sleeves,cash and money-market sleeves are reacting as funding market signal points to funding pressure.
20,money_market,3,funding market signal signals funding pressure for cash and money-market sleeves,"funding market signal now suggests funding pressure, putting pressure on cash and money-market sleeves."
20,money_market,4,funding market signal signals funding pressure for cash and money-market sleeves,cash and money-market sleeves are being repriced because funding market signal indicates funding pressure.
20,money_market,5,funding market signal signals funding pressure for cash and money-market sleeves,"funding pressure is being signaled by funding market signal, affecting cash and money-market sleeves."
20,money_market,6,funding market signal signals funding pressure for cash and money-market sleeves,"After funding market signal, markets are pricing in funding pressure for cash and money-market sleeves."
20,money_market,7,funding market signal signals funding pressure for cash and money-market sleeves,"funding market signal implies funding pressure, so cash and money-market sleeves are under review."
20,money_market,8,funding market signal signals funding pressure for cash and money-market sleeves,Investors read funding market signal as a sign of funding pressure for cash and money-market sleeves.
20,money_market,9,funding market signal signals funding pressure for cash and money-market sleeves,cash and money-market sleeves face renewed risk after funding market signal signaled funding pressure.
20,money_market,10,funding market signal signals funding pressure for cash and money-market sleeves,"funding pressure expectations increased following funding market signal, impacting cash and money-market sleeves."
21,equity,1,equity outlook briefing signals valuation compression for regional equity baskets,equity outlook briefing is signaling valuation compression for regional equity baskets.
21,equity,2,equity outlook briefing signals valuation compression for regional equity baskets,regional equity baskets are reacting as equity outlook briefing points to valuation compression.
21,equity,3,equity outlook briefing signals valuation compression for regional equity baskets,"equity outlook briefing now suggests valuation compression, putting pressure on regional equity baskets."
21,equity,4,equity outlook briefing signals valuation compression for regional equity baskets,regional equity baskets are being repriced because equity outlook briefing indicates valuation compression.
21,equity,5,equity outlook briefing signals valuation compression for regional equity baskets,"valuation compression is being signaled by equity outlook briefing, affecting regional equity baskets."
21,equity,6,equity outlook briefing signals valuation compression for regional equity baskets,"After equity outlook briefing, markets are pricing in valuation compression for regional equity baskets."
21,equity,7,equity outlook briefing signals valuation compression for regional equity baskets,"equity outlook briefing implies valuation compression, so regional equity baskets are under review."
