sentence_id,text
70,36 Conflicts of Interest .
71,36 Soft Dollars .
72,39 STATUTORY AND GENERAL INFORMATION .
73,40 Reports and Accounts .
74,40 Trust Deed .
75,40 Modification of Trust Deed .
76,40 Provision of Information .
77,40 Voting Rights .
78,41 Termination .
79,41 Inspection of Documents .
80,42 Part XV of the Securities and Futures Ordinance .
81,42 Anti-Money Laundering Regulations .
82,42 Liquidity Risk Management .
83,42 Takeovers Code .
84,43 Change of Underlying Index .
85,44 Information Available on the Internet .
86,44 Notices .
87,45 Queries and Complaints .
88,45 TAXES .
89,46 DEFINITIONS .
90,50 SCHEDULE 1 .
91,54 Part A – Investment and Borrowing Restrictions Applicable to Each Index Fund .
92,54 Part B – Additional Investment and Borrowing Restrictions Applicable to the iShares Core Hang Seng Index E TF .
93,60 1 INTRODUCTION The information contained in this Prospectus has been prepared to assist potential investors in making an informed decision in relation to investing in the iShares Core Hang Seng Index ETF.
94,It contains important facts about the Trust as a whole and the iShares Core Hang Seng Index ETF offered in accordance with this Prospectus.
95,"The Trust and the iShares Core Hang Seng Index ETF The Trust is an umbrella unit trust created by a trust deed (the “Trust Deed”) dated 1 6 November 2001, as amended, made under Hong Kong law between Barclays Global Investors North Asia Limited (now known as BlackRock Asset Management North Asia Limited) (the “Manager”) and HSBC Institutional Trust Services (Asia) Limited (the “Trustee”)."
96,The Trust may issue different classes of units and the Trustee shall establish a separate pool of assets within the Trust (each such separate pool of assets an “Index Fund”) for each class of units.
97,The assets of an Index Fund will be invested and administered separately from the other assets of the Trust.
98,The Manager reserves the right to establish other Index Funds and to issue further classes of Units in the future.
99,"This Prospectus relates to the iShares Core Hang Seng Index ETF, an Index Fund."
100,The iShares Core Hang Seng Index ETF is an exchange traded fund (or “ETF”) authorised by the SFC.
101,ETFs are funds that are designed to track an index.
102,The Units of the iShares Core Hang Seng Index ETF are listed on the SEHK and trade like any other equity security listed on the SEHK.
103,Only Participating Dealers may create or redeem Units directly from the iShares Core Hang Seng Index ETF at Net Asset Value who are under no obligation to accept instructions to create or redeem Units on behalf of retail investors.
104,All other investors may only purchase and sell Units in the iShares Core Hang Seng Index ETF on the SEHK.
105,PRICES FOR THE ISHARES CORE HANG SENG INDEX ETF ON THE SEHK ARE BASED ON SECONDARY MARKET TRADING FACTORS AND MAY DEVIATE SIGNIFICANTLY FROM THE NET ASSET VALUE OF THE ISHARES CORE HANG SENG INDEX ETF.
106,"Investment Objective The investment objective of the iShares Core Hang Seng Index ETF is to provide investment results that, before fees and expenses, closely correspond to the performance of the Underlying Index."
107,"An index is a group of Securities which an Index Provider selects as representative of a market, market segment or specific industry sector."
108,The Index Provider is independent of the Manager (and its connected persons) and determines the relative weightings of the Securities in the index and publishes information regarding the market value of the index.
109,There can be no assurance that the iShares Core Hang Seng Index ETF will achieve its investment objective.
110,The Underlying Index of the iShares Core Hang Seng Index ETF may be changed by prior approval of the SFC and notice to Unitholders in accordance with the provisions of the Trust Deed.
111,Investment Strategy The Manager uses a passive or indexing approach to try to achieve the iShares Core Hang Seng Index ETF’s investment objective.
112,"The investment objective of the iShares Core Hang Seng Index ETF is to provide investment results that, before fees and expenses, closely correspond to the performance of the Underlying Index."
113,The Manager does not try to beat or perform better than the Underlying Index.
114,The iShares Core Hang Seng Index ETF aims to invest at least 90% of its assets in achieving the investment objective.
115,"The iShares Core Hang Seng Index ETF will invest, either directly or indirectly, in Securities included in the Underlying Index."
116,"The iShares Core Hang Seng Index ETF may also invest in other investments including futures contracts, index futures contracts, options on futures contracts and options related to the Underlying Index, local currency and forward currency exchange contracts, and cash and cash equivalents for both non-hedging purposes and hedging purposes, which the Manager believes will help the iShares Core Hang Seng Index ETF achieve its investment objective."
117,The iShares Core Hang Seng Index ETF’s investment in FDIs for non-hedging purposes will not exceed 1 0% of its NAV.
118,The investment strategy of the iShares Core Hang Seng Index ETF is subject to the investment and borrowing restrictions set out in Schedule 1.
119,"2 In managing the iShares Core Hang Seng Index ETF, the Manager may use either a representative sampling investment strategy or a full replication investment strategy as described below."
120,"Potential investors should note that the Manager may swap between the two strategies, without prior notice to Unitholders, in its absolute discretion as often as it believes appropriate in order to achieve the investment objective of the iShares Core Hang Seng Index ETF."
121,"Representative Sampling Investment Strategy “Representative sampling” is an indexing strategy that involves investing, directly or indirectly, in a representative sample of the Securities included in the relevant Underlying Index that collectively has an investment profile that reflects the profile of the relevant Underlying Index."
122,"An Index Fund adopting a representative sampling investment strategy may or may not hold all of the Securities that are included in the relevant Underlying Index, and may hold Securities which are not included in the Underlying Index, provided that the sample closely reflects the overall characteristics of the Underlying Index."
123,"For the iShares Core Hang Seng Index ETF, the Manager intends to adopt a representative sampling investment strategy by investing in a portfolio of Securities featuring high correlation with the Underlying Index, such that as far as possible and practicable the portfolio will consist of the component Securities of the Underlying Index."
124,"The iShares Core Hang Seng Index ETF may from time to time hold Securities that are not included in the Underlying Index in circumstances which are independent of the Manager, including where trading in a constituent Security has been suspended, such holding results from a corporate action of a constituent Security, or the portfolio is being rebalanced in anticipation or response to a rebalance of the Underlying Index."
125,"Full Replication Investment Strategy Full “replication” is an indexing strategy that involves investing in substantially all of the Securities in the Underlying Index, either directly or indirectly, in substantially the same proportions as those Securities have in the Underlying Index."
126,"Correlation An index is a theoretical financial calculation based on the performance of particular components that make up the index, whereas an Index Fund is an actual investment portfolio."
127,"The performance of an Index Fund and its Underlying Index may be different due to transaction costs, asset valuations, corporate actions (such as mergers and spin-offs), timing variances and differences between an Index Fund’s portfolio and the Underlying Index."
128,These differences may result for example from legal restrictions affecting the ability of the Index Fund to purchase or dispose of Securities or the employment of a representative sampling investment strategy.
129,The use of a representative sampling investment strategy can be expected to result in greater tracking error than a full replication investment strategy.
130,The consequences of “tracking error” are described in more detail in “Risk Factors”.
131,Leverage The iShares Core Hang Seng Index ETF’s net derivative exposure may be up to 50% of the iShares Core Hang Seng Index ETF’s Net Asset Value.
132,Investment and Borrowing Restrictions The iShares Core Hang Seng Index ETF must comply with the investment and borrowing restrictions applicable to the iShares Core Hang Seng Index ETF and summarised in Schedule 1 of this Prospectus (which includes a summary of the investment restrictions set out in the Trust Deed).
133,"Cross-trades Cross-trades between the iShares Core Hang Seng Index ETF and other funds managed by the Manager or its affiliates may be undertaken where the Manager considers that, as part of its portfolio management, such cross-trades would be in the best interests of the Unitholders to achieve the investment objective and policy of the iShares Core Hang Seng Index ETF."
134,"By conducting cross-trades, the Manager may achieve trading efficiencies and savings for the benefit of the Unitholders."
135,"In conducting transactions, the Manager will ensure that the trades are executed on arm’s length terms at current market value and the reason for such trades shall be documented prior to execution, in accordance with the SFC’s Fund Manager Code of Conduct."
136,"3 DESCRIPTION OF THE ISHARES CORE HANg SENg INDEx ETF Key Information The following table is a summary of key information in respect of the iShares Core Hang Seng Index ETF, and should be read in conjunction with the full text of the Prospectus."
137,"Underlying Index Index: Hang Seng Index (net total return version) Launch Date: 25 February 2009 Number of constituents: 50 stocks (as at 20 November 2019) Total Market Capitalisation (Free Float): HKD 1 7,056.35 billion (as at 20 November 2019) Base Currency: HK dollars (HKD) Type of Underlying Index The Underlying Index is a net total return index, meaning that the performance of the index is calculated on the basis that dividends net of tax are reinvested."
138,The Underlying Index is denominated in HKD.
139,"Listing Date (SEHK) 23 November 201 6 Exchange Listing SEHK – Main Board Stock Code 091 1 5 – USD counter 031 1 5 – HKD counter 831 1 5 – RMB counter Stock Short Names ISHARESHSI-U – USD counter ISHARESHSI – HKD counter ISHARESHSI-R – RMB counter ISIN Numbers HK000031 3442 – USD counter HK000031 3426 – HKD counter HK000031 3434 – RMB counter Trading Board Lot Size 1 00 Units (for each counter) Base Currency Hong Kong dollars (HKD) Trading Currencies US dollars (USD) – USD counter Hong Kong dollars (HKD) – HKD counter Renminbi (RMB) – RMB counter Distribution Policy Semi-annually, at the Manager’s discretion (June and December each year) (if any)."
140,Distributions may be made out of capital or effectively out of capital as well as income at the Manager’s discretion.
141,"All Units will receive distributions in the Base Currency (HKD) only .* Application Unit size (only Participating Dealers) Minimum 50,000 Units (or multiples thereof) Creation/Redemption Deadline For cash creations/redemptions (in HKD only), 2:00 p.m."
142,(Hong Kong time).
143,For in-specie creations/redemptions: (i) 4:00 p.m.
144,(Hong Kong time) if it is a full trading day on the SEHK or if the SEHK is opens for normal trading in the afternoon of the relevant Dealing Day; or (ii) 12:1 5p.m.
145,(Hong Kong time) if the SEHK opens for normal trading only in the morning of the relevant Dealing Day.
146,4 Management Fee 0.09% p.a.
147,of Net Asset Value calculated daily Investment strategy Representative sampling investment strategy (Refer to the Introduction above and the “Investment Strategy” section below) Financial year end 31 December Website www.blackrock.com/hk * Unitholders of the iShares Core Hang Seng Index ETF should note that all Units will receive distributions in the Base Currency (HKD) only.
148,"As such, the Unitholder may have to bear the fees and charges associated with the conversion of such distributions from HKD to USD, RMB or any other currency."
149,Unitholders are advised to check with their brokers for arrangements concerning distributions.
150,"Investment Objective The investment objective of the iShares Core Hang Seng Index ETF is to provide investment results that, before fees and expenses, closely correspond to the performance of the Underlying Index."
151,There can be no assurance that the iShares Core Hang Seng Index ETF will achieve its investment objective.
152,Investment Strategy The iShares Core Hang Seng Index ETF is a passively managed fund.
153,"To achieve its investment objective, the investment strategy of the iShares Core Hang Seng Index ETF is to use a representative sampling investment strategy and invest in a portfolio of Securities featuring high correlation with the Underlying Index, such that as far as possible and practicable the portfolio will consist of the component Securities of the Underlying Index."
154,The iShares Core Hang Seng Index ETF will invest primarily in Securities included in the Underlying Index.
155,"The iShares Core Hang Seng Index ETF may from time to time hold Securities that are not included in the Underlying Index in circumstances which are independent of the Manager, including where trading in a constituent Security has been suspended, such holding results from a corporate action of a constituent Security, or the portfolio is being rebalanced in anticipation or response to a rebalance of the Underlying Index."
156,"The iShares Core Hang Seng Index ETF may also invest in other investments including, futures contracts, index futures contracts, options on futures contracts and options related to the Underlying Index, local currency and forward currency exchange contracts, and cash and cash equivalents for both non-hedging purposes and hedging purposes, which the Manager believes will help the iShares Core Hang Seng Index ETF achieve its investment objective."
157,The iShares Core Hang Seng Index ETF’s may invest in FDIs for non-hedging purposes subject to the limit that the iShares Core Hang Seng Index ETF’s net derivative exposure does not exceed 50% of the iShares Core Hang Seng Index ETF’s NAV.
158,The investment strategy of the iShares Core Hang Seng Index ETF is subject to the investment and borrowing restrictions set out in Schedule 1.
159,"As the iShares Core Hang Seng Index ETF employs a representative sampling investment strategy, it may overweight holdings of Securities relative to the respective weightings of the constituents in the Underlying Index, provided that the maximum extra weighting in any Security relative to the respective constituent in the Underlying Index will not exceed 3%."
160,The Manager shall report to the SFC on a timely basis if there is any non-compliance with this limit during such period by the iShares Core Hang Seng Index ETF.
161,The annual and semi-annual reports of the iShares Core Hang Seng Index ETF shall also disclose whether or not such limit has been complied with during such period.
162,Securities financing transactions The iShares Core Hang Seng Index ETF currently does not intend to engage in any securities financing transactions or other similar over the counter transactions.
163,One month’s prior notice will be given to Unitholders in the event the Manager intends to engage in such transactions.
164,Investment and borrowing restrictions The iShares Core Hang Seng Index ETF must comply with the investment and borrowing restrictions set out in Schedule 1 of this Prospectus (which includes a summary of the investment restrictions set out in the Trust Deed).
165,"5 Underlying Index The Underlying Index is a net total return index, meaning that the performance of the index is calculated on the basis that dividends net of tax are reinvested."
166,It was launched on 25 February 2009.
167,The base date is 1 August 2008.
168,"The Underlying Index is compiled and managed by Hang Seng Indexes Company Limited (“HSIL”), a wholly-owned subsidiary of Hang Seng Bank Limited."
169,The Manager and its connected persons are independent of the index provider of the Underlying Index.
170,The Underlying Index measures the performance of the largest and most liquid companies listed on the main board of the SEHK.
171,It comprises a representative sample of stocks quoted on the SEHK.
172,The Underlying Index adopts a freefloat-adjusted market capitalisation weighted methodology with a 1 0% cap on individual securities.
173,"The universe of securities for the Underlying Index includes stocks and real estate investment trusts primarily listed on the main board of the SEHK, excluding securities that are secondary listings, foreign companies, preference shares, debt securities, mutual funds and other FDIs."
174,"Securities need to meet eligibility requirements based on market value, turnover and listing history, and H-shares are only included if they meet specific additional requirements."
175,"Final selections are based on the market capitalisation and turnover rank of securities, the representation of the relevant sub-sector within the Underlying Index directly reflecting that of the market and the financial performance."
176,The review of the Underlying Index is conducted quarterly.
177,"The last closing index level, constituents of the Underlying Index together with their respective weightings and other important news can be accessed on https://www.hsi.com.hk/eng/indexes/all-indexes/hsi (this website has not been reviewed by the SFC)."
178,The Underlying Index’s Bloomberg ticker is HSINH and Reuters ticker is .HSIDVN.
179,"Index Methodology Constituent stocks of the Underlying Index are selected by a rigorous process of detailed analysis, supported by extensive external consultation."
180,Only securities with a primary listing on the Main Board of the SEHK are eligible potential constituents.
181,H-shares of mainland China enterprises listed on the SEHK will not be selected unless the company has no unlisted share capital.
182,Compilation Methodology The compilation of the Underlying Index is based on a freefloat-adjusted market capitalisation weighted formula with a 1 0% cap on individual stock weightings.
183,Details are as follows: (a) F reefloat adjustment: A Freefloat – Adjusted Factor (“FAF”) is assigned to each constituent in index calculation.
184,(b) C ap: A 1 0% cap on individual stock weightings is applied.
185,(c) R e-capping frequency: A re-capping exercise will normally be conducted at quarterly intervals to coincide with the regular update of the FAF.
186,"The Underlying Index is reported in the Daily Index Bulletin and the monthly updated Factsheet, both of which are published by HSIL."
187,"Constituent Eligibility The universe of stocks (the “Universe”) for the Underlying Index includes stocks and real estate investment trusts (“REITs”) primarily listed on the Main Board of the SEHK, excluding stocks that are secondary listings, foreign companies, preference shares, debt securities, mutual funds and other FDIs."
188,"If a company has two classes of listed shares, each class of shares will be considered separately."
189,6 A security is eligible for constituent selection if it fulfils the following eligibility criteria: • Market capitalisation requirement The security must be among those that constitute the top 90th percentile of the total market value (i.e.
190,market capitalisation) of the Universe (market value refers to the average of month-end market values for the past 12 months of any review period); • Turnover requirement Each eligible security will also need to meet the turnover requirement where its turnover in the past 24 months is assessed for eight quarterly sub-periods.
191,"The turnover requirement adopts a scoring approach and the details are as follows: a) for each quarterly sub-period, a security will be regarded as passing the turnover requirement in that period if it is among the top 90th percentile of the aggregate market turnover of the Universe; and b) two points will be assigned to each “pass” achieved over the latest four sub-periods, and one point will be assigned for each “pass” attained over the previous four sub-periods."
192,The highest score for turnover requirement is 12 points.
193,Securities should obtain at least 8 points to meet the turnover requirement.
194,• Listing history requirement A security should normally be listed for at least 24 months before becoming eligible for inclusion.
195,Securities with a very large market value but with a listing history of less than 24 months may be considered for inclusion if it satisfies more stringent market capitalisation requirements.
196,"For a security with a listing history of less than or equal to 12 months, it will pass the turnover requirement if it is among the top 90th percentile of the aggregate market turnover of the Universe for each quarterly sub-period."
197,"For a security with a listing history of over 12 months, it will pass the turnover requirement should its score reach the minimum requirement, i.e."
198,"8 points, above."
199,• Special requirement for H-share companies The H-shares of mainland China enterprises listed on the SEHK will not be selected unless the company has no unlisted share capital.
200,Companies or REITs meeting all the eligibility requirements will be considered for inclusion in the Underlying Index.
201,The final selection will be decided by the Advisory Committee taking into consideration the following principles: 1.
202,market capitalisation and turnover rank of securities; 2.
203,representation of the relevant sub-sector within the Underlying Index directly reflecting that of the market; and 3.
204,financial performance.
205,"Index Reviews HSIL undertakes regular quarterly reviews of the index constituents with data cut-off dates of end of March, June, September and December each year."
206,"In each review, there may or may not be constituent additions or deletions."
207,"7 Index Rebalancing Regular rebalancing is usually implemented after market close on the first Friday in March, June, September and December, and comes into effect on the next trading day."
208,Ad hoc rebalancing will be conducted if a constituent’s issued shares and/or FAF is substantially different from the production data.
209,The Underlying Index will also be recapped in the event of constituent changes if the newly added component has a weighting that is higher than the index cap level.
210,A minimum notice period of two trading days will be given to subscribers of data products issued by HSIL for any ad hoc rebalance.
211,Please refer to the Index Operation Guide (available on the website of HSIL) for further details about corporate actions adjustments and index rebalancing.
212,"Additional Information Real-time update of the Underlying Index can be obtained through Thomson Reuters, Bloomberg, ET-Net and Infocast."
213,"As for other important news of the Underlying Index, HSIL will make announcement through press release and at website www.hsi.com.hk ."
214,Index Disclaimer The Hang Seng Index is published and compiled by HSIL pursuant to a licence from Hang Seng Data Services Limited (“HSDS”).
215,The mark and name “Hang Seng Index” is proprietary to HSDS.
216,"HSIL and HSDS have agreed to the use of, and reference to, the Hang Seng Index by the Manager and the Trustee and their respective duly appointed agents in connection with iShares Core Hang Seng Index ETF, BUT NEITHER HSIL NOR HSDS WARRANTS OR REPRESENTS OR GUARANTEES TO ANY BROKER OR HOLDER OF THE ISHARES CORE HANG SENG INDEX ETF OR ANY OTHER PERSON (i) THE ACCURACY OR COMPLETENESS OF THE HANG SENG INDEX AND ITS COMPUTATION OR ANY INFORMATION RELATED THERETO; OR (ii) THE FITNESS OR SUITABILITY FOR ANY PURPOSE OF THE HANG SENG INDEX OR ANY COMPONENT OR DATA COMPRISED IN IT; OR (iii) THE RESULTS WHICH MAY BE OBTAINED BY ANY PERSON FROM THE USE OF THE HANG SENG INDEX OR ANY COMPONENT OR DATA COMPRISED IN IT FOR ANY PURPOSE, AND NO WARRANTY OR REPRESENTATION OR GUARANTEE OF ANY KIND WHATSOEVER RELATING TO THE HANG SENG INDEX IS GIVEN OR MAY BE IMPLIED."
217,"The process and basis of computation and compilation of the Hang Seng Index and any of the related formula or formulae, constituent stocks and factors may at any time be changed or altered by HSIL without notice."
218,"TO THE EXTENT PERMITTED BY APPLICABLE LAW, NO RESPONSIBILITY OR LIABILITY IS ACCEPTED BY HSIL OR HSDS (i) IN RESPECT OF THE USE OF AND/OR REFERENCE TO THE HANG SENG INDEX BY THE MANAGER IN CONNECTION WITH ISHARES CORE HANG SENG INDEX ETF; OR (ii) FOR ANY INACCURACIES, OMISSIONS, MISTAKES OR ERRORS OF HSIL IN THE COMPUTATION OF THE HANG SENG INDEX; OR (iii) FOR ANY INACCURACIES, OMISSIONS, MISTAKES, ERRORS OR INCOMPLETENESS OF ANY INFORMATION USED IN CONNECTION WITH THE COMPUTATION OF THE HANG SENG INDEX WHICH IS SUPPLIED BY ANY OTHER PERSON; OR (iv) FOR ANY ECONOMIC OR OTHER LOSS WHICH MAY BE DIRECTLY OR INDIRECTLY SUSTAINED BY ANY BROKER OR HOLDER OF THE ISHARES CORE HANG SENG INDEX ETF OR ANY OTHER PERSON DEALING WITH ISHARES CORE HANG SENG INDEX ETF AS A RESULT OF ANY OF THE AFORESAID, AND NO CLAIMS, ACTIONS OR LEGAL PROCEEDINGS MAY BE BROUGHT AGAINST HSIL AND/OR HSDS in connection with iShares Core Hang Seng Index ETF in any manner whatsoever by any broker, holder or any other person dealing with iShares Core Hang Seng Index ETF."
219,"Any broker, holder or other person dealing with iShares Core Hang Seng Index ETF does so therefore in full knowledge of this disclaimer and can place no reliance whatsoever on HSIL and HSDS."
220,"For the avoidance of doubt, this disclaimer does not create any contractual or quasi-contractual relationship between any broker, holder or other person and HSIL and/or HSDS and must not be construed to have created such relationship."
