sentence_id,text
11,"571) of Hong Kong 1 (the “Trust”) iShares Core Hang Seng Index ETF (HKD Counter Stock Code: 031 15) (RMB Counter Stock Code: 831 15) (USD Counter Stock Code: 091 15) (the “HSI ETF”) Addendum to the Prospectus If you are in any doubt about the contents of this Addendum, you should consult your stockbroker, bank manager, solicitor, accountant or other financial adviser for independent financial advice."
12,"The Stock Exchange of Hong Kong Limited, Hong Kong Exchanges and Clearing Limited, Hong Kong Securities Clearing Company Limited and the Hong Kong Securities and Futures Commission take no responsibility for the contents of this Addendum, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of the contents of this Addendum."
13,This Addendum forms an integral part of and should be read in conjunction with the Prospectus of the HSI ETF dated 30 April 2018 and the Product Key Facts Statement dated 16 November 2018 (together the “Prospectus”).
14,"The Manager accepts full responsibility for the accuracy of the information contained in this Addendum and confirm, having made all reasonable enquiries, that to the best of its knowledge and belief, there are no other facts the omission of which would make any statement misleading."
15,"The following amendments shall take effect on 16 November 2018: (1) On page iii, replace the list of Directors of the Manager under the section “Directory” with the following: “BELINDA BOA SUSAN WAI-LAN CHAN ANDREW LANDMAN ANDREW REYNOLDS RYAN DAVID STORK GRAHAM DOUGLAS TURL” 1 SFC authorization is not a recommendation or endorsement of a scheme nor does it guarantee the commercial merits of a scheme or its performance."
16,It does not mean the scheme is suitable for all investors nor is it an endorsement of its suitability for any particular investor or class of investors.
17,"2 (2) On page iii, replace the address of HK Conversion Agency Services Limited, the Service Agent under the section “Directory” with the following: “8/F, TWO EXCHANGE SQUARE 8 CONNAUGHT PLACE CENTRAL HONG KONG” (3) On page 2, add the following sub-section immediately after the sub-section “Investment Strategy” “Leverage The expected maximum level of leverage of the iShares Core Hang Seng Index ETF will be available from the Manager upon request from 1 7 November 201 8.” (4) On page 3, replace the first row of the table under the sub-section “Key Information” with the following: Underlying Index Index: Hang Seng Index (net total return version) Launch Date: 25 February 2009 Number of constituents: 50 stocks (as at 26 October 201 8) Total Market Capitalisation (Free Float): HKD 1 6,003,493 million (as at 26 October 201 8) Base Currency: HK dollars (HKD) (5) On page 5, replace the fourth paragraph and the table under the sub-section “Underlying Index” with the following: “As at 26 October 201 8, the Underlying Index had a total market capitalisation of HKD 1 6,003,493 million and was comprised of 50 constituent companies."
18,The respective weightings of the top 1 0 largest constituent stocks of the Underlying Index were as follows: Company Name Sector^ Weighting % 1 HSBC Holdings PLC Financials 9.96 2 AIA Group Ltd Financials 8.83 3 Tencent Holdings Ltd Communication Services 8.70 4 China Construction Bank Corp Financials 8.22 5 China Mobile Ltd Communication Services 5.52 6 Ping An Insurance Group Co of China Ltd Financials 5.12 7 Industrial & Commercial Bank Of China Ltd.
19,"Financials 4.78 8 Bank of China Ltd Financials 3.19 9 Hong Kong Exchanges and Clearing Ltd Financials 3.04 1 0 CNOOC Ltd Energy 2.95 ^ Based on Global Industry Classification Standard (GICS)” 3 (6) On page 26, replace the risk factor “Counterparty to the Custodian Risk” under the sub-section “Investment Risk” with the following: “Counterparty to the Custodian Risk."
20,The iShares Core Hang Seng Index ETF will be exposed to the credit risk of any custodian or any depository used by the custodian where cash is held by the custodian or other depositaries.
21,"Where the custodial and/or settlement systems in a market the iShares Core Hang Seng Index ETF invests in are not fully developed, the assets of the iShares Core Hang Seng Index ETF may be exposed to custodial risk."
22,"In the event of the liquidation, bankruptcy or insolvency of the custodian or other depositaries, the iShares Core Hang Seng Index ETF may take a longer time to recover its assets."
23,"In extreme circumstances such as the retroactive application of legislation and fraud or improper registration of title, the iShares Core Hang Seng Index ETF may even be unable to recover all of its assets."
24,"The costs borne by the iShares Core Hang Seng Index ETF in investing and holding investments in such market, if applicable, will be generally higher than in organised securities markets."
25,"Further, in the event of the insolvency the custodian or other depositaries, the iShares Core Hang Seng Index ETF will be treated as a general creditor of the custodian or other depositaries in relation to cash holdings of the iShares Core Hang Seng Index ETF."
26,"The iShares Core Hang Seng Index ETF’s Securities are however maintained by the custodian or other depositaries in segregated accounts and should be protected in the event of insolvency of the custodian or other depositaries.” (7) On page 33, insert the following biography in the sub-section “The Directors of the Manager”, immediately after the biography of Susan Wai-lan Chan: “Andrew Landman, Managing Director, is Head of Client Business for Asia Pacific Region, responsible for both distribution and management of the Retail and Institutional relationships in Asia."
27,"Prior to assuming his current role, Mr Landman was Head of Institutional and BlackRock Alternative Specialists Group for APAC following a period of being Head of Client Businesses in Australia, responsible for both distribution and management of the Retail, iShares and Institutional relationships in Australia."
28,"Prior to joining BlackRock, Mr."
29,"Landman was Chief Executive Officer of Ascalon Capital Managers, a subsidiary of BT Financial Group."
30,"Ascalon takes equity stakes in, and is an active business partner of, some of Asia Pacific’s leading boutique asset managers."
31,Under Mr.
32,"Landman’s leadership, Ascalon successfully built a portfolio of nine single strategy hedge and high conviction funds across Australia and Asia Pacific with USD4.2 billion in assets under management."
33,"In addition to the role at Ascalon, Mr Landman was Head of Investment Strategy at BT Financial Group."
34,"Prior to Ascalon, Mr."
35,Landman was the Chief Financial Officer of Challenger Funds Management.
36,He started his career at Bankers Trust where he worked extensively across the operations side of funds management.
37,Landman earned a Bachelor of Commerce degree from the University of Newcastle.
38,"He studied leadership at the University of Chicago in 2003.” (8) On page 36, replace the paragraphs under the sub-section “Conflicts of Interest” with the following: “Conflicts of Interest The Manager and other BlackRock Group companies undertake business for other clients."
39,"BlackRock Group companies, their employees and their other clients face conflicts with the interests of the Manager and its clients."
40,BlackRock maintains a Conflicts of Interest Policy.
41,"It is not always possible for the risk of detriment to a client’s interests to be entirely mitigated such that, on every transaction when acting for clients, a risk of detriment to their interests does not remain."
42,The types of conflict scenario giving rise to risks which BlackRock considers it cannot with reasonable confidence mitigate are disclosed below.
43,"This document, and the disclosable conflict scenarios, may be updated from time to time."
44,4 Conflicts of interest from relationships within the BlackRock Group and with the PNC Group Personal Accounts Dealing BlackRock Group employees may be exposed to clients’ investment information while also being able to trade through personal accounts.
45,"There is a risk that, if an employee could place a trade of sufficient size, this would affect the value of a client’s transaction."
46,BlackRock Group has implemented a Personal Trading Policy designed to ensure that employee trading is pre-approved.
47,Employee Relationships BlackRock Group employees may have relationships with the employees of BlackRock’s clients or with other individuals whose interests conflict with those of a client.
48,Such an employee’s relationship could influence the employee’s decision- making at the expense of clients’ interests.
49,BlackRock Group has a Conflicts of Interest Policy under which employees must declare all potential conflicts.
50,"Significant Shareholder – PNC The PNC Financial Services Group, Inc."
51,"(“ PNC ”) holds 20.9% ownership stake of the voting common stock of BlackRock, Inc."
52,A stockholder agreement is in place permitting PNC to designate two directors to the BlackRock Inc.
53,Board.
54,There is the potential that BlackRock Group companies could be unduly influenced by PNC to the disadvantage of clients.
55,Both BlackRock Inc.
56,and PNC are managed independently and in isolation of one another and all transactions and revenue between the two are disclosed within BlackRock Inc’s proxy statement.
57,"Additionally, when voting, PNC must vote its shares in accordance with the recommendation of the BlackRock Inc."
58,Board to prevent undue influence.
59,Conflicts of interest of the Manager Provider Aladdin BlackRock Group uses Aladdin software as a single technology platform across its investment management business.
60,"Custodial and fund administration service providers may use Provider Aladdin, a form of Aladdin software, to access data used by the BlackRock Group."
61,Each service provider remunerates BlackRock Group for the use of Provider Aladdin.
62,A potential conflict arises whereby an agreement by a service provider to use Provider Aladdin incentivises the BlackRock Group to appoint or renew appointment of such service provider.
63,"To mitigate the risk, such contracts are entered on an ‘arm’s length’ basis."
64,Distribution Relationships The Manager may pay third parties for distribution and related services.
65,Such payments could incentivise third parties to promote the Trust and the Index Funds to investors against that client’s best interests.
66,BlackRock Group companies comply with all legal and regulatory requirements in the jurisdictions in which such payments are made.
67,5 Commissions & Research The Manager (as well as any of its Connected Persons) will not receive or enter into any soft dollar commissions or arrangements in respect of the management of the Index Funds.
68,The Manager (as well any of its Connected Persons) will not retain any cash rebates from any broker or dealer.
69,"Notwithstanding this, where permitted by applicable regulation, certain BlackRock Group companies acting as investment manager to certain funds may use commissions generated when trading equities with certain brokers in certain jurisdictions to pay for external research."
70,Such arrangements may benefit one fund over another because research can be used for a broader range of clients than just those whose trading funded it.
71,BlackRock Group has a Use of Commissions Policy designed to ensure compliance with applicable regulation and market practice in each region.
72,"Timing of Competing Orders When handling multiple orders for the same security in the same direction raised at or about the same time, the Manager seeks to achieve the best overall result for each order equitably on a consistent basis taking into account the characteristics of the orders, regulatory constraints or prevailing market conditions."
73,"Typically, this is achieved through the aggregation of competing orders."
74,"Conflicts of interest may appear if a trader does not aggregate competing orders that meet eligibility requirements, or does aggregate orders that do not meet eligibility requirements; it may appear as if one order received preferential execution over another."
75,"For a specific trade instruction of the Index Fund, there may be a risk that better execution terms will be achieved for a different client."
76,"For example, if the order was not included in an aggregation."
77,BlackRock Group has Order Handling Procedures and an Investment and Trading Allocation Policy which govern sequencing and the aggregation of orders.
78,"Concurrent Long and Short Positions The Manager may establish, hold or unwind opposite positions (i.e."
79,long and short) in the same security at the same time for different clients.
80,This may prejudice the interests of the Manager’s clients on one side or the other.
81,"Additionally, investment management teams across the BlackRock Group may have long only mandates and long-short mandates; they may short a security in some portfolios that are held long in other portfolios."
82,"Investment decisions to take short positions in one account may also impact the price, liquidity or valuation of long positions in another client account, or vice versa."
83,BlackRock Group operates a Long Short (side by side) Policy with a view to treating accounts fairly.
84,MNPI BlackRock Group companies receive Material Non-Public Information (MNPI) in relation to listed securities in which BlackRock Group companies invest on behalf of clients.
85,"To prevent wrongful trading, BlackRock Group erects information barriers and restricts trading by one or more investment team(s) concerned in the security concerned."
86,Such restrictions may negatively impact the investment performance of client accounts.
87,BlackRock has implemented a Material Non- Public Information Barrier Policy.
88,BlackRock’ s Investment Constraints or Limitations and its Related Parties The Trust may be restricted in its investment activities due to ownership threshold limits and reporting obligations in certain jurisdictions applying in aggregate to the accounts of clients of the BlackRock Group.
89,Such restrictions may adversely impact clients through missed investment opportunities.
90,"BlackRock Group manages the conflict by following an Investment and Trading Allocation Policy, designed to allocate limited investment opportunities among affected accounts fairly and equitably over time."
91,"6 Investment in Related Party Products While providing investment management services for a client, the Manager may invest in products serviced by BlackRock Group companies on behalf of other clients."
92,BlackRock may also recommend services provided by BlackRock or its affiliates.
93,Such activities could increase BlackRock’s revenue.
94,"In managing this conflict, BlackRock seeks to follow investment guidelines and has a Code of Business Conduct and Ethics."
95,"In addition, where an Index Fund invests in any ETF managed by the Manager or its affiliates, neither such Index Fund nor its Unitholders will suffer any increase in the overall total of initial charges, management fee, or any other costs and charges payable to the Manager and/or its affiliate as a result of the investment in such ETF."
96,"Investment Allocation and Order Priority When executing a transaction in a security on behalf of a client, it can be aggregated and the aggregated transaction fulfilled with multiple trades."
97,Trades executed with other client orders result in the need to allocate those trades.
98,The ease with which the Manager can allocate trades to a certain client’s account can be limited by the sizes and prices of those trades relative to the sizes of the clients’ instructed transactions.
99,A process of allocation can result in a client not receiving the whole benefit of the best priced trade.
100,"The Manager manages this conflict by following an Investment and Trading Allocation Policy, which is designed to ensure the fair treatment of all clients’ accounts over time."
101,Side-by-Side Management: Performance fee The Manager manages multiple client accounts with differing fee structures.
102,There is a risk that such differences lead to inconsistent performances levels across client accounts with similar mandates by incentivising employees to favour accounts delivering performance fees over flat or non-fee accounts.
103,BlackRock Group companies manage this risk through a commitment to a Code of Business Conduct and Ethics Policy.
104,"General The Manager and the Trustee may from time to time act as trustee, administrator, registrar, secretary, manager, custodian, investment manager or investment adviser or perform other functions in relation to, or be otherwise involved in or with, other funds and clients which have similar investment objectives to those of the Trust or the iShares Core Hang Seng Index ETF."
105,"In addition:– • the Manager or any of its Connected Persons may enter into investments for the Trust and may, with the consent of the Trustee, deal with the Trust as principal; • the Trustee, the Manager or the Registrar or any of their Connected Persons may have banking or other financial relationships with any company or party which is the issuer of Securities, financial instruments or investment products held by the Trust; • the Trustee, the Manager or the Registrar or any of their Connected Persons may hold and deal in Units or in investments held by the Trust either for their own account or for the account of their customers; and • the monies of the Trust may be deposited with the Manager, the Trustee or any of their Connected Persons or invested in certificates of deposit or banking instruments issued by any of them."
106,"7 The Trustee, the Manager or the Registrar or their Connected Persons may, in the course of business, and in providing services to the Trust, have potential conflicts of interest with the Trust or the iShares Core Hang Seng Index ETF."
107,"Each will, at all times, have regard to its obligations to the Trust and to Unitholders and will endeavour to ensure that any such conflicts are resolved fairly."
108,"Conflicts of interest may arise due to the widespread business operations of the Trustee, the Manager, the Registrar and the Service Agent and their respective holding companies, subsidiaries and affiliates."
109,"The foregoing parties may effect transactions where those conflicts arise and shall not, subject to the terms of the Trust Deed, be liable to account for any profit, commission or other remuneration arising."
110,"However, all transactions carried out by or on behalf of the Trust (or the iShares Core Hang Seng Index ETF) will be on arm’s length terms."
111,"No more than 50% in aggregate of the iShares Core Hang Seng Index ETF’s transactions in any one financial period shall be carried out with or through a broker or dealer connected to the Manager or any Connected Person of the Manager.” (9) On page 48, add the following definition under the section “Definitions”: ““BlackRock Group” means the BlackRock group of companies, the ultimate holding company of which is BlackRock, Inc.” The Prospectus may only be distributed if accompanied by this Addendum."
112,BlackRock Asset Management North Asia Limited 貝萊德資產管理北亞有限公司 1 6 November 201 8 PROSPECTUS iShares Core Hang Seng Index ETF (HKD Counter Stock Code: 03115) (RMB Counter Stock Code: 83115) (USD Counter Stock Code: 09115) iShares Asia Trust A Hong Kong unit trust authorised under Section 104 of the Securities and Futures Ordinance (Cap.
113,"571) of Hong Kong Listing Agent and Manager BlackRock Asset Management North Asia Limited 貝萊德資產管理北亞有限公 司 30 April 2018 The Stock Exchange of Hong Kong Limited, Hong Kong Exchanges and Clearing Limited, Hong Kong Securities Clearing Company Limited and the Hong Kong Securities and Futures Commission take no responsibility for the contents of this Prospectus, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of the contents of this Prospectus."
114,The iShares Asia Trust and the iShares Core Hang Seng Index ETF have been authorised as collective investment schemes by the Hong Kong Securities and Futures Commission.
115,Authorisation by the Securities and Futures Commission is not a recommendation or endorsement of a product nor does it guarantee the commercial merits of a product or its performance.
116,It does not mean the product is suitable for all investors nor is it an endorsement of its suitability for any particular investor or class of investors.
117,"IMPORTANT: Investments involve risks, including the loss of principal."
118,Investors are advised to consider their own investment objectives and circumstances in determining the suitability of an investment in the iShares Core Hang Seng Index ETF .
119,An investment in the iShares Core Hang Seng Index ETF may not be suitable for everyone.
120,"If you are in any doubt about the contents of this Prospectus, you should consult your stockbroker, bank manager, solicitor, accountant or other financial adviser for independent financial advice."
121,"i IMPORT ANT INFORMATION This Prospectus relates to the offer in Hong Kong of Units in the iShares Core Hang Seng Index ETF, a sub-fund of the iShares Asia Trust (the “Trust”), an umbrella unit trust established under Hong Kong law by a trust deed dated 1 6 November 2001 between Barclays Global Investors North Asia Limited (now known as BlackRock Asset Management North Asia Limited) (the “Manager”) and HSBC Institutional Trust Services (Asia) Limited (the “Trustee”) as amended from time to time."
122,"The Manager accepts full responsibility for the accuracy of the information contained in this Prospectus and for the accuracy and fairness of the opinions expressed (at the date of its publication), and confirm that this Prospectus includes particulars given in compliance with the Rules Governing the Listing of Securities on The Stock Exchange of Hong Kong Limited (the “SEHK”) and the Code on Unit Trusts and Mutual Funds (the “Code”) and the Overarching Principles of the SFC Handbook for Unit Trusts and Mutual Funds, Investment-Linked Assurance Schemes and Unlisted Investment Products for the purposes of giving information with regard to the Units of the iShares Core Hang Seng Index ETF and that having made all reasonable enquiries, the Manager confirms that, to the best of its knowledge and belief that the information contained in this Prospectus is true, accurate and complete in all material respects and not misleading; there are no other matters the omission of which would make any statement in this Prospectus misleading, whether of fact or opinion; any inferences that might reasonably be drawn from any statement in the Prospectus are true and are not misleading; and all opinions and intents expressed in this Prospectus have been arrived at after due and careful consideration and are founded on bases and assumptions that are fair and reasonable."
123,"The Trustee is not responsible for the preparation of this Prospectus and shall not be held liable to any person for any information disclosed in this Prospectus, except for the information regarding the Trustee itself under “Trustee and Registrar”."
124,The iShares Core Hang Seng Index ETF is a fund falling within Chapter 8.6 and Appendix I of the Code.
125,The Trust and the iShares Core Hang Seng Index ETF are authorised by the Securities and Futures Commission (the “SFC”) in Hong Kong pursuant to section 1 04 of the Securities and Futures Ordinance.
126,The SFC takes no responsibility for the financial soundness of the iShares Core Hang Seng Index ETF or for the correctness of any statements made or opinions expressed in this Prospectus.
127,Authorisation by the SFC is not a recommendation or endorsement of the Trust or the iShares Core Hang Seng Index ETF nor does it guarantee the commercial merits of the iShares Core Hang Seng Index ETF or its performance.
128,It does not mean the iShares Core Hang Seng Index ETF is suitable for all investors nor is it an endorsement of its suitability for any particular investor or class of investors.
129,"Applicants for Units shall undertake to the Manager and the Trustee that, to the best of their knowledge, the monies used to invest in Units in the iShares Core Hang Seng Index ETF are not sourced from mainland China."
130,"Applicants for Units should consult their financial adviser, tax advisers and take legal advice as appropriate as to whether any governmental or other consents are required, or other formalities need to be observed, to enable them to acquire Units as to whether any taxation effects, foreign exchange restrictions or exchange control requirements are applicable and to determine whether any investment in the iShares Core Hang Seng Index ETF is appropriate for them."
131,Dealings in the Units in the iShares Core Hang Seng Index ETF on the SEHK commenced on 23 November 201 6.
132,"Units in the iShares Core Hang Seng Index ETF have been accepted as eligible securities by the Hong Kong Securities Clearing Company Limited (“HKSCC”) for deposit, clearing and settlement in the Central Clearing and Settlement System (“CCASS”) with effect from 23 November 201 6."
133,Settlement of transactions between participants of the SEHK is required to take place in CCASS on the second CCASS settlement day after any trading day.
134,All activities under CCASS are subject to the General Rules of CCASS and CCASS Operational Procedures in effect from time to time.
135,Further applications may be made to list units in additional Index Funds constituted under the Trust in future on the SEHK.
136,"ii No action has been taken to permit an offering of Units of the iShares Core Hang Seng Index ETF or the distribution of this Prospectus in any jurisdiction other than Hong Kong and, accordingly, the Prospectus does not constitute an offer or solicitation to anyone in any jurisdiction in which such offer is not authorised or to any person to whom it is unlawful to make such offer or solicitation."
137,"Furthermore, distribution of this Prospectus shall not be permitted unless it is accompanied by a copy of the latest annual report and accounts of the iShares Core Hang Seng Index ETF (where existing) and, if later, its most recent interim report, which form a part of this Prospectus."
138,"In particular: (a) Units in the iShares Core Hang Seng Index ETF have not been registered under the United States Securities Act of 1933 (as amended) and except in a transaction which does not violate such Act, may not be directly or indirectly offered or sold in the United States of America or any of its territories or for the benefit of a US Person (as defined in Regulation S of such Act); (b) The iShares Core Hang Seng Index ETF has not been and will not be registered under the United States Investment Company Act of 1940, as amended."
139,"Accordingly, Units may not, except pursuant to an exemption from, or in a transaction not subject to, the regulatory requirements of the US Investment Company Act of 1940 be acquired by a person who is deemed to be a US Person under the 1940 Act and regulations; (c) Units may not, except pursuant to a relevant exemption, be acquired or owned by, or acquired with the assets of an ERISA Plan."
140,"An ERISA Plan is defined as (i) any retirement plan subject to Title I of the United States Employee Retirement Income Securities Act of 1974, as amended; or, (ii) any individual retirement account or plan subject to Section 4975 of the United States Internal Revenue Code of 1986, as amended."
141,"Where the Manager becomes aware that the Units are directly or indirectly beneficially owned by any person in breach of the above restrictions, the Manager may give notice to such person requiring him to transfer such Units to a person who would not thereby be in contravention of such restrictions or to request in writing the redemption of such Units in accordance with the trust deed."
142,"Investors should note that any amendment, addendum or replacement to this Prospectus will only be posted on the Manager’s website ( www.blackrock.com/hk )."
143,Investors should refer to “Information Available on the Internet” for more details.
144,"iShares ® and BlackRock ® are registered trademarks of BlackRock, Inc., or its subsidiaries (collectively “BlackRock”) in the United States and elsewhere."
145,"All other trademarks, servicemarks or registered trademarks are the property of their respective owners."
146,"©201 8 BlackRock, Inc."
147,All rights reserved.
148,"iii DIRECTORY MANAGER BLACKROCK ASSET MANAGEMENT NORTH ASIA LIMITED 1 6/F CHAMPION TOWER 3 GARDEN ROAD CENTRAL HONG KONG TRUSTEE, REGISTRAR AND CUSTODIAN HSBC INSTITUTIONAL TRUST SERVICES (ASIA) LIMITED 1 QUEEN’S ROAD CENTRAL HONG KONG AUDITORS PRICEWATERHOUSECOOPERS 22ND FLOOR PRINCE’S BUILDING CENTRAL HONG KONG DIRECTORS OF THE MANAGER BELINDA BOA SUSAN WAI-LAN CHAN ANDREW REYNOLDS RYAN DAVID STORK GRAHAM DOUGLAS TURL SERVICE AGENT HK CONVERSION AGENCY SERVICES LIMITED 1/F ONE & TWO EXCHANGE SQUARE 8 CONNAUGHT PLACE CENTRAL HONG KONG LISTING AGENT BLACKROCK ASSET MANAGEMNT NORTH ASIA LIMITED 1 6/F CHAMPION TOWER 3 GARDEN ROAD CENTRAL HONG KONG LEGAL ADVISER TO THE MANAGER SIMMONS & SIMMONS 1 3TH FLOOR, ONE PACIFIC PLACE 88 QUEENSWAY HONG KONG 1 Product Key Facts iShares Core Hang Seng Index ETF BlackRock Asset Management North Asia Limited 18 January 2019 This is an exchange traded fund."
149,This statement provides you with key information about this product.
150,This statement is a part of the Prospectus.
151,You should not invest in this product based on this statement alone.
152,"Quick facts Stock code: 091 1 5 USD counter 031 1 5 HKD counter 831 1 5 RMB counter Trading lot size: 1 00 units (for USD, HKD and RMB counters) Manager: BlackRock Asset Management North Asia Limited Trustee, Registrar and Custodian: HSBC Institutional Trust Services (Asia) Limited Ongoing charges over a year # : 0.09% Tracking difference of the last calendar year ## : -0.34% Underlying Index: Hang Seng Index (net total return version) Base currency: Hong Kong dollars (HKD) Trading currency: USD, HKD, RMB Financial year end of this fund: 31 December Distribution policy: Semi-annually, at the Manager’s discretion (June and December each year) (if any)."
153,Distributions may be made out of capital or effectively out of capital as well as income at the Manager’s discretion.
154,All units will receive distributions in the Base Currency (HKD) only .
155,Please refer to “Distributions payable out of capital or effectively out of capital risk” on page 5 below.
156,ETF website: www.blackrock.com/hk (Please refer to the section Additional Information on how to access the product webpage) # The ongoing charges figure for the HSI ETF is annualized and based on expenses from inception (1 8 November 201 6) up to the period ended 31 December 201 7 .
157,This figure may vary from year to year.
158,It represents the sum of the ongoing expenses chargeable to the HSI ETF expressed as a percentage of the average Net Asset Value.
159,## This is the actual tracking difference of the calendar year ended 31 December 201 7 .
160,Investors should refer to the website of the HSI ETF for more up-to-date information on actual tracking difference.
161,2 2 iShares Core Hang Seng Index ETF What is this product?
162,This is a fund constituted in the form of a unit trust established under Hong Kong law and is a sub-fund of the iShares Asia Trust.
163,The units of the iShares Core Hang Seng Index ETF (the “ HSI ETF ”) are listed on The Stock Exchange of Hong Kong Limited (“ SEHK ”).
164,These units are traded on SEHK like listed stocks.
165,The HSI ETF is a passively managed index tracking ETF falling under Chapter 8.6 and Appendix I of the Code on Unit Trust and Mutual Funds.
166,"Objective and Investment Strategy Objective The HSI ETF aims to provide investment results that, before fees and expenses, closely correspond to the performance of the Hang Seng Index (net total return version) (the “ Underlying Index ”)."
167,Investment Strategy The HSI ETF is a passively managed fund.
168,"It adopts a representative sampling investment strategy to achieve its investment objective by investing in a portfolio of securities featuring high correlation with the Underlying Index, such that as far as possible and practicable the portfolio will consist of the component securities of the Underlying Index."
169,The HSI ETF will invest primarily in securities included in the Underlying Index.
170,"The HSI ETF may from time to time hold securities that are not included in the Underlying Index in circumstances which are independent of the Manager, including where trading in a constituent security has been suspended, such holding results from a corporate action of a constituent security, or the portfolio is being rebalanced in anticipation or response to a rebalance of the Underlying Index."
171,"The HSI ETF may also invest in investments including futures contracts, index futures contracts, options on futures contracts and options related to the Underlying Index, local currency and forward currency exchange contracts, and cash and cash equivalents for both non-hedging purposes and hedging purposes, which the Manager believes will help the HSI ETF achieve its investment objective."
172,The HSI ETF’s investments in financial derivative instruments for non-hedging purposes will not exceed 1 0% of the Net Asset Value (“ NAV ”) of the HSI ETF.
173,The Manager may switch between the representative sampling and the full replication investment strategies without notice to investors and in its absolute discretion.
174,A full replication investment strategy involves investing in substantially all the securities (either directly or indirectly) in substantially the same weightings as those securities comprised in the Underlying Index.
175,The HSI ETF currently does not intend to engage in any securities lending activities or repurchase transactions or reverse repurchase or other similar over the counter transactions.
176,One month’s prior notice will be given to Unitholders in the event the Manager intends to engage in such activities.
177,"For full details of the investment and borrowing details applicable to the HSI ETF, please refer to Schedule 1 of the Prospectus."
178,"3 3 iShares Core Hang Seng Index ETF Underlying Index The Underlying Index is a net total return index, meaning that the performance of the index is calculated on the basis that dividends net of tax are reinvested."
179,It was launched on 25 February 2009.
180,The base date of the Underlying Index is 1 August 2008.
181,"The Underlying Index is compiled and managed by Hang Seng Indexes Company Limited, a wholly-owned subsidiary of Hang Seng Bank Limited."
182,The Underlying Index measures the performance of the largest and most liquid companies listed on the main board of the SEHK.
