sentence_id,text
26,"The Sub-Fund may invest up to 100% of its Net Asset Value directly in equity securities listed on the SEHK, the Taiwan Stock Exchange (“TWSE”), the Taipei Exchange (“TPEX”), the Tokyo Stock Exchange (“TSE”), the Singapore Exchange (“SGX”) and/or the Korea Exchange (“KRX”) stock markets."
27,"Synthetic representative sampling sub-strategy The Sub-Fund’s synthetic representative sampling strategy will involve investing up to 50% of its NAV in FDIs, which will only be direct investment in funded total return swap transaction(s) whereby the Sub-Fund will pass on the relevant portion of cash to the Swap Counterparty(ies) and in return the Swap Counterparty(ies) will provide the Sub-Fund with an exposure to the economic gain/loss in the performance of the Index Securities (net of indirect costs)."
28,The Manager will only use a synthetic representative sampling sub -strategy when it considers that such investments are beneficial to the Sub-Fund.
29,"The Sub-Fund shall bear the swap fees (including the brokerage commission and any costs associated with the entering into, or unwinding or maintenance of, any hedging arrangements in respect of such swaps)."
30,"The swap fees, which include all costs associated with swap transactions and are subject to the discussion and consensus between the Manager and the swap counterparty based on the actual market circumstances on a case-by-case basis, represent a variable spread (which can be positive or negative) plus HIBOR which reflects the brokerage commission and the swap counterparty’s costs of financing the underlying hedge in order to provide the performance."
31,"In extreme market conditions and exceptional circumstances, the brokerage commission and costs associated with the hedging arrangement may increase significantly and in return increase the swap fees."
32,Swap fees are accrued daily and spread out over the month.
33,The maximum unwinding fee payable by the Sub-Fund is 0.5% per transaction on the notional amount of the swap unwound.
34,The Swap fees will be disclosed in the interim and annual financial reports of the Sub -Fund.
35,"The Swap fees will be borne by the Sub -Fund and hence may have an adverse impact on the NAV and the performance of the Sub-Fund, and may result in higher tracking error."
36,Exposure of the Sub -Fund to the Index Securities (either through direct investment or FDIs) will be in substantially the same weightings (i.e.
37,proportions) as these Index Securities have in the Index.
38,The Manager may cause the Sub -Fund to deviate from the index weighting on condition that the maximum deviation from the index weighting of any constituent will not exceed 3% or such other percentage as determined by the Manager after consultation with the SFC.
39,"3 The diagram below shows the investment strategies of the Sub-Fund: Securities lending transactions The Manager may, on behalf of the Sub -Fund, enter into securities lending transactions, with the maximum level for up to 50% and expected level for approximately 20% of its NAV and is able to recall the securities lent out at any time."
40,"As part of the secur ities lending transactions, the Sub -Fund must receive cash and/or non - cash collateral of at least 100% of the value of the securities lent (interests, dividends and other eventual rights included) valued on a daily basis."
41,The collateral will be safekept by the Trustee or an agent appointed by the Trustee.
42,"Non -cash collateral received may not be sold, reinvested or pledged."
43,Any re -investment of cash collateral received shall be subject to the requirements as set out in the Code.
44,Other investments The Sub -Fund may also invest not more than 5% of its NAV in cash and money market funds for cash management purpose.
45,No more than 30% of the Sub -Fund’s NAV may be invested in collective investment scheme which may be authorised by the SFC in accordance with all the applicable requirements of the Code.
46,"For the avoidance of doubt, the Sub -Fund’s investment in the money mar ket funds mentioned in the preceding paragraph is not subject to this limit."
47,Any investments in exchange traded funds will be considered and treated as collective investment schemes for the purposes of and subject to the requirements in 7.11A and 7.11B of the Code.
48,"Other than as set out above, the Sub-Fund may also invest in FDIs for hedging purposes."
49,"The Sub-Fund will not enter into sale and repurchase transactions, reverse repurchase transactions and other similar over -the-counter transactions."
50,Prior approval of the SFC (to the extent required under applicable regulatory requirements) will be sought and not less than one month’s prior notice (or such shorter notice period as may be permitted under applicable regulatory requirements) will be given to Unitholders in the event the Manager wishes to enter into such transactions.
51,"Index The Index is designed to follow the frameworks of HKEX ETF Connect rules, with exposure in Stock Connect Southbound eligible technology-focused stocks that are listed in Hong Kong and leading technology stocks in the Taiwan, Japan, Singapore and/or South Korea markets."
52,The Index is a free float-adjusted market capitalisation weighted index.
53,"A maximum of the top 20 technology- focused Stock Connect Southbound eligible SEHK listed securities (“ HK Listed Securities”) and the top 20 technology-focused securities listed in Taiwan, Japan , Singapore and/or South Korea (“Non-HK Listed Sub-Fund (Representative sampling strategy) Physical representative sampling sub-strategy (primary strategy) (50% - 100% of NAV) Synthetic representative sampling sub-strategy (ancillary strategy) (Up to 50% of NAV) Equity securities listed on the SEHK, the TWSE, the TPEX, the TSE, the SGX and the KRX FDIs 4 Securities”) in terms of market capitalisation will be selected as index constituents, subject to other screening criteria such as minimum voting rights screen, investability screen, liquidity screen, surveillance stocks screen and trading screen."
54,Each component index of the Index may contain fewer than the target number of constituents at review if there are insufficient eligible securities meeting the inclusion criteria.
55,"In such cases, no minimum number of stocks is required, and the component index will continue to be maintained and calculated in accordance with its methodology."
56,The HK Listed Securities and Non-HK Listed Securities are free float-adjusted market capitalisation weighted in the Index within the Index Constituent Allocation (as defined below).
57,The Index aims to maintain an allocation between HK Listed Securities and Non-HK Listed Securities at each rebalancing by capping the weight of HK Listed Securities at 65% and Non-HK Listed Securities at 35% of the total Index weighting (the “ Index Constituent Allocation”).
58,"For individual constituents, HK Listed Securities have a cap of 10% whereas Non- HK Listed Securities have a cap of 15% , at a company level, each based on free float -adjusted market capitalisation."
59,The Index is reviewed semi-annually in March and September.
60,An additional rebalance will be conducted for the Index after the open of the last business day of the review month to maintain the Index Constituent Allocation.
61,"The Index is a net total return index, which means that it reflects the reinvestment of dividends or distributions, after deduction of any withholding tax."
62,The Index is denominated and quoted in HKD.
63,The Index is compiled and managed by FTSE International Limited (the “Index Provider”).
64,The Manager (and each of its Connected Persons) is independent of the Index Provider.
65,"The Index was launched on 30 September 2025 with a base level of 1,000 on 20 March 2020 ."
66,"As of 30 November 2025, the Index consists of 39 stocks with full market capitalization of HKD 22,141 billion."
67,The most updated list of the constituents of the Index and their respective weightings and additional information and other important news of the Index can be obtained from the website of the Index Provider at https://www.lseg.com/en/ftse-russell/index-resources/constituent-weights (the contents of which has not been reviewed by the SFC).
68,Bloomberg Code: CFIIECAT Use of derivatives / investment in derivatives The Sub-Fund’s net derivative exposure may be up to 50% of the Sub-Fund’s NAV.
69,What are the key risks?
70,Investment involves risks.
71,Please refer to the Prospectus for details including the risk factors.
72,Investment risk • The Sub-Fund is not principal guaranteed and your investments may suffer losses.
73,There is no assurance that the Sub-Fund will achieve its investment objective.
74,• The Sub-Fund is passively managed and the Manager will not have the discretion to adapt to market changes due to the inherent investment nature of the Sub-Fund.
75,Falls in the Index are expected to result in corresponding falls in the value of the Sub-Fund.
76,"Equity market risk • The Sub -Fund’s investment in equity securities is subject to general market risks, whose value may fluctuate due to various factors, such as changes in investment sentiment, political and economic conditions and issuer-specific factors."
77,New Index risk • The Index is a new index.
78,The Sub-Fund may be riskier than other funds tracking more established indices with longer operating history.
79,"Geographical concentration risk • The Sub-Fund’s investments are concentrated in Hong Kong, Taiwan, Japan, Singapore and/or South Korea."
80,"The value of the Sub-Fund may be more volatile than that of a fund having a more diverse portfolio of investments and may be more susceptible to adverse economic, political, policy, foreign exchange, liquidity, tax, legal or regulatory event affecting the Hong Kong , Taiwanese, Japanese , Singaporean and/or South Korean markets."
81,"Sector concentration risk • The constituents of the Index, and accordingly the Sub -Fund’s investments, are concentrated in companies in technology sector themes."
82,"The value of the Sub-Fund may be more volatile than that of a fund having a more diverse portfolio of investments and may be more susceptible to adverse economic, political, policy, foreign exchange, liquidity, tax, legal or regulatory event affecting the relevant sector."
83,• Many of the companies with a high business exposure to a technology theme have a relatively short operating history.
84,Technology companies are often characterised by relatively higher volatility in price performance when compared to other economic sectors.
85,"Companies in the technology sector also face intense competition, and there may also be substantial government intervention, which may have an adverse effect on profit margins."
86,Rapid changes could render obsolete the products and services offered by these companies.
87,"These companies are also subject to the risks of loss or impairment of intellectual property rights or licences, cyber security risks resulting in undesirable legal, financial, operational and reputational consequences."
88,"The Sub-Fund may be exposed to risks associated with different technology sectors and themes (including computer services, software, consumer digital services, semiconductors, electronic components, production technology equipment, computer hardware, telecommunications equipment, electronic entertainment, diversified retailers, drug retailers )."
89,A downturn in the business for companies in these sectors or themes may have adverse effects on the Sub-Fund.
90,Risks associated with investment in FDIs • The Sub-Fund’s synthetic representative sampling strategy will involve investing up to 50% of its NAV in funded total return swaps.
91,"In the case of swaps, the Sub -Fund may suffer significant loss if a swap counterparty fails to perform its obligations, or i n case of insolvency or default of the swap counterparty(ies)."
92,The Sub-Fund may also invest in FDIs for hedging purposes.
93,"• Risks associated with FDIs include counterparty/credit risk, liquidity risk, valuation risk, volatility risk and over-the-counter transaction risk."
94,"FDIs are susceptible to price fluctuations and higher volatility, and may have large bid and offer spreads and no active secondary markets."
95,The leverage element/component of an FDI can result in a loss significantly greater than the amount invested in the FDI by the Sub -Fund.
96,Exposure to FDIs may lead to a high risk of significant loss by the Sub-Fund.
97,Risks of investing in other collective investment schemes • The Sub -Fund may invest in other collective investment schemes and will be subject to the risks associated with the underlying funds.
98,The Sub -Fund does not have control of the investments of the underlying funds and there is no assurance that the investmen t objective and strategy of the underlying funds will be successfully achieved which may have a negative impact to the NAV of the Sub-Fund.
99,"• If the Sub -Fund invests in other active or passive investment products managed by the Manager or Connected Person of the Manager, all initial charges and redemption charges on these listed or unlisted funds must be waived, and the Manager must not obtain r ebate of any fees or charges levied by these funds or any quantifiable monetary benefits in connection with investments in these funds."
100,"In case any conflicts of interest may still arise out of such investments, the Manager will use its best endeavours to resolve it fairly."
101,Risks relating to securities lending transactions • Securities lending transactions may involve the risk that the borrower may fail to return the securities lent out in a timely manner and the value of the collateral may fall below the value of the securities lent out.
102,"Tracking error risk • The Sub-Fund may be subject to tracking error risk, which is the risk that its performance may not track that of the Index exactly."
103,"This tracking error may result from the investment strategy used, and fees and 6 expenses."
104,The Manager will monitor and seek to manage such risk in minimising tracking error.
105,There can be no assurance of exact or identical replication at any time of the performance of the Index.
106,Trading risk • The trading price of the Units on the SEHK is driven by market factors such as the demand and supply of the Units.
107,"Therefore, the Units may trade at a substantial premium or discount to the Sub-Fund’s NAV."
108,• As investors will pay certain charges (e.g.
109,"trading fees and brokerage fees) to buy or sell Units on the SEHK, investors may pay more than the NAV per Unit when buying Units on the SEHK, and may receive less than the NAV per Unit when selling Units on the SEHK."
110,"Trading differences risks • As the Taiwan Stock Exchange, the Taipei Exchange, the Tokyo Stock Exchange , the Singapore Exchange and/or the Korea Exchange may be open when Units in the Sub-Fund are not priced, the value of the securities in the Sub -Fund’s portfolio may change on days when investors will not be able to purchase or sell the Units."
111,"Differences in trading hours between the Taiwan Stock Exchange, the Taipei Exchange, the Tokyo Stock Exchange , the Singapore Exchange and/or the Korea Exchange, on one hand, and the SEHK, on the other, may also increase the level of premium or discount of the Unit price to its NAV."
112,"Foreign exchange risk • The base currency of the Sub -Fund is HKD but a portion of the Sub -Fund’s assets are invested in securities denominated in currency other than HKD (i.e., Taiwan dollar, Japanese yen, Singapore dollar or South Korean won)."
113,"If a substantial portion of the revenue and income of the Sub -Fund is received in a currency other than HKD, any fluctuation in the exchange rate of the HKD relative to the relevant foreign currency will affect the NAV of the Sub -Fund denominated in HKD regardless of the performance of its underlying portfolio."
114,"Investors are therefore, subject to the fluctuation of the exchange rate of the HKD and the currency of denomination of the underlying assets of the Sub-Fund."
115,"Reliance on market makers risk • Although the Manager will use its best endeavours to put in place arrangements so that at least one market maker will maintain a market for the Units and that at least one market maker gives not less than 3 months’ notice prior to terminating market making arrangement under the relevant market maker agreement, liquidity in the market for the Units may be adversely affected if there is no or only one market maker for the Units."
116,There is also no guarantee that any market making activity will be effective.
117,"Risk of early termination • The Sub-Fund may be terminated early under certain circumstances, for example, where the Index is no longer available for benchmarking or if the size of the Sub-Fund falls below equivalent of HKD 100 million in the Base Currency of the Sub -Fund."
118,Investors may not be able to recover their investments and may suffer a loss when the Sub-Fund is terminated.
119,Risk relating to distributions paid out of capital • Payment of dividends out of capital or effectively out of capital amounts to a return or withdrawal of part of an investor’s original investment or from any capital gains attributable to that original investment.
120,Any such distributions involving payment of dividends out of capital or effectively out of capital of the Sub-Fund may result in an immediate reduction of the NAV per Unit of the Sub-Fund.
121,How has the fund performed?
122,"Since the Sub-Fund is newly set up, there is insufficient data to provide a useful indication of past performance to investors."
123,Is there any guarantee?
124,The Sub-Fund does not have any guarantees.
125,You may not get back the full amount of money you invest.
126,7 What are the fees and charges?
127,Charges incurred when trading the Sub-Fund on the SEHK Fee What you pay Brokerage fee At market rates1 Transaction levy 0.0027%2 Accounting and Financial Reporting Council (“AFRC”) transaction levy 0.00015%3 Trading fee 0.00565%4 Stamp duty Nil Ongoing fees payable by the Sub-Fund The following expenses will be paid out of the Sub-Fund.
128,They affect you because they reduce the NAV of the Sub-Fund which may affect the trading price.
129,Annual rate (as a % of the Sub-Fund’s NAV) Management fee* 0.99% per annum Trustee fee* Included in the Management fee (inclusive of fees payable to the Custodian) Registrar fee Included in the Management fee Performance fee Nil Other ongoing charges Please refer to Part 2 of the Prospectus.
130,* Please note that some fees may be increased up to a permitted maximum amount by providing one month’s prior notice to Unitholders.
131,Please refer to the section headed “Fees and Charges” in Part 1 of the Prospectus for details.
132,Other fees You may have to pay other fees when dealing in the units of the Sub-Fund.
133,"Additional Information The Manager will publish important news and information in respect of the Sub-Fund, both in English and Chinese language at the following website https://www.csopasset.com/en/products/hk-cftc (this website has not been reviewed by the SFC), including: • the Prospectus and this statement (as amended and supplemented from time to time); • the latest annual and semi-annual financial reports (in English only); • any public announcements made by the Sub -Fund, including information in relation to the Sub -Fund and the Index, notices of the suspension of the calculation of NAV, changes in fees and charges, the suspension and resumption of trading of Units; • notices relating to material changes to the Sub -Fund which may have an impact on its investors such as material alterations or additions to the offering documents and constitutive documents of the Sub-Fund; 1 The brokerage fee is payable in the currency decided by the intermediaries used by the buyer and the seller."
134,"2 Transaction levy of 0.0027% of the trading price of the Units, payable by each of the buyer and the seller."
135,"3 AFRC transaction levy of 0.00015% of the trading price of the Units, payable by each of the buyer and the seller."
136,"4 Trading fee of 0.00565% of the trading price of the Units, payable by each of the buyer and the seller."
137,8 • the near real-time indicative NAV per Unit of the Sub-Fund updated every 15 seconds during normal trading hours on the SEHK in HKD; • the last NAV of the Sub-Fund and the last NAV per Unit of the Sub-Fund in HKD; • full portfolio information of the Sub-Fund (updated on a daily basis); • the compositions of the dividends (i.e.
138,the relative amounts paid out of net distributable income and capital) for the last 12 months (also available by the Manager on request); • the tracking difference and tracking error of the Sub-Fund; • the latest list of participating dealers and market makers; and • the past performance information of the Sub-Fund.
139,The near real time indicative NAV per Unit in HKD (updated every 15 seconds during SEHK trading hours) is indicative and for reference purposes only.
140,"Important • If you are in doubt, you should seek professional advice."
141,• The SFC takes no responsibility for the contents of this statement and makes no representation as to its accuracy or completeness.
