sentence_id,text
38,“Cancellation Compensation” means an amount payable by a Participating Dealer in respect of cancellation of an Application pursuant to the Trust Deed.
39,7 MAIN\CHWINN\20768184_2.docx “Cash Component” means the aggregate Net Asset Value of all the Units in connection with an Application less the Application Basket Value.
40,“CCASS” means the Central Clearing and Settlement System established and oper ated by HKSCC or any successor system operated by HKSCC or its successors.
41,“CCASS Operational Procedures” means the CCASS Operational Procedures as amended from time to time.
42,"“Code” means the Code on Unit Trusts and Mutual Funds issued by the Commission, as may be amended from time to time."
43,“Commission” means the Securities and Futures Commission of Hong Kong or its successors.
44,"“Connected Person” in relation to a company, means: (a) any person or company beneficially owning, directly or indirectly, twenty % (20%) or more of the ordinary share capital of that company or able to exercise, directly or indirectly, twenty% (20%) or more of the total votes in that company; (b) any person or company controlled by a person who or which meets one or both of the descriptions given in (a) above; (c) any member of the group of which that company forms part; or (d) any director or other officer of that company or of any of its Connected Persons as defined in (a), (b) or (c) above; “Creation Application” means an application by a Participating Dealer for the creation of Units of an Investment Fund in Application Unit size (or whole multiples thereof) in accordance with the relevant procedures set out in the Trust Deed, and the relevant Participation Agreement."
45,"“CSDCC” means the China Securities Depository and Clearing Co., Ltd."
46,“CSRC” means the China Securities Regulatory Commission.
47,"“Custodian” means Citibank, N.A., appointed by the Trustee."
48,"“Dealing Day” means each Business Day or such other day or days as the Manager may from time to time, with the approval of the Trustee, determine either generally or in respect of a particular class or classes of Units, provided that if any recognised commodities market or recognised securities market on which, in the opinion of the Manager, all or part of the Index Securities of any Investment Fund are quoted, listed or dealt in is on any day not open for trading, the Manager may, without notice to the Unitholders of such Investment Fund determine that such day shall not be a Dealing Day in relation to such Investment Fund."
49,"“Dealing Deadline” in relation to any Dealing Day, shall be such time or times as the Manager may from time to time with the approval of the Trustee determine generally or in relation to a particular class or class es of Units or any particular place for submission of Application(s) by a Participating Dealer."
50,"“Deposited Property” means, in respect of each Investment Fund, all the assets (including cash) received or receivable by the Trustee for the time being held or deemed to be held upon the trusts of the Trust Deed for the account of the relevant Investment Fund excluding (i) the Income 8 MAIN\CHWINN\20768184_2.docx Property and (ii) any amount for the time being standing to the credit of the Distribution Account (as defined in the Trust Deed)."
51,"“Dual Counter” means the facility by which the Units of an Investment Fund traded in RMB and traded in HKD are each assigned separate stock codes on the SEHK and are accepted for deposit, clearing and settlement in CCASS in more than one eligible currency (RMB or HKD) as described in the relevant Appendix of this Prospectus."
52,“Extension Fee” means any fee payable by a Participating Dealer in accordance with the Operating Guidelines in connection with an extension of the settlement period to facilitate the making of an Application by such Participating Dealer.
53,“HKEx” means Hong Kong Exchanges and Clearing Limited or its successors.
54,“HKSCC” means the Hong Kong Securities Clearing Company Limited or its successors.
55,“Hong Kong” means the Hong Kong Special Administrative Region of the People’s Republic of China.
56,"“Hong Kong dollar”, “HKD” or “HK$” mean the lawful currency for the time being and from time to time of Hong Kong."
57,"“Income Property” means, in respect of each Investment Fund, (a) all interest, divid ends and other sums deemed by the Manager, (after consulting the Auditors either on a general or case by case basis), to be in the nature of income (including taxation repayments, if any) received or receivable by the Trustee in respect of the Deposited Pr operty of the relevant Investment Fund (whether in cash or, without limitation, by warrant, cheque, money, credit or otherwise or the proceeds of sale of any Income Property received in a form other than cash); (b) all Cash Component payments received or r eceivable by the Trustee for the account of the relevant Investment Fund; and (c) all Cancellation Compensation received by the Trustee for the account of the relevant Investment Fund; (d) all interest and other sums received or receivable by the Trustee in respect of (a), (b) or (c) of this definition, but excluding (i) the Deposited Property of the relevant Investment Fund; (ii) any amount for the time being standing to the credit of the Distribution Account (as defined in the Trust Deed) for the account of the relevant Investment Fund or previously distributed to Unitholders; (iii) gains for the account of the relevant Investment Fund arising from the realisation of Securities; and (iv) any sums applied towards payment of the fees, costs and expenses paya ble by the Trust from the Income Property of the relevant Investment Fund."
58,"“Index Provider” means, in respect of each Investment Fund, the person responsible for compiling the Underlying Index against which the relevant Investment Fund benchmarks its inves tments and who holds the right to licence the use of such Underlying Index t o the relevant Investment Fund."
59,"“Index Securities” means shares of those companies which are at the relevant time the constituent companies of the relevant Underlying Index, any Se curities used to track the performance of such shares of the companies constituting the relevant Underlying Index at the relevant time or such other securities designated by the Manager."
60,“Investment Fund” means a segregated pool of assets and liabilities established under the Trust.
61,"“Issue Price” means, in respect of each Investment Fund, the issue price per Unit calculated pursuant to the Trust Deed at which Units are from time to time issued or to be issued."
62,9 MAIN\CHWINN\20768184_2.docx “Korean won” or “KRW” means the lawful currency for the time being and from time to time of South Korea.
63,“KRX” means the Korea Exchange or its successors.
64,“Listing Agent” means KGI Capital Asia Limited or its successors.
65,“Manager” means Mirae Asset Global Investments (Hong Kong) Limited or any other pe rson (or persons) who for the time being is duly appointed as manager (or managers) of the Trust and being approved by the Commission as qualified to act as such for the purposes of the Code.
66,"“Net Asset Value” means the net asset value of an Investment Fun d or, as the context may require, of a Unit calculated pursuant to the Trust Deed."
67,"“Operating Guidelines” means in relation to an Investment Fund, the operating guidelines governing the Participating Dealers, including without limitation, the procedures fo r creation and realisation of Units."
68,"“Participating Dealer” means a broker or dealer who is (or who has appointed an agent or delegate who is) a participant in CCASS and to whose account any Units are for the time being credited by the HKSCC and who has en tered into a Participation Agreement in form and substance acceptable to the Manager and the Trustee, and any reference in this Prospectus to the “Participating Dealer” shall include a reference to any agent or delegate so appointed by the Participating Dealer."
69,"“Participation Agreement” means an agreement entered into between, amongst others, the Trustee, the Manager and a Participating Dealer setting out, amongst other things, the arrangements in respect of the Applications."
70,"References to the Participatio n Agreement shall, where appropriate, mean the Participation Agreement, read together with the Operating Guidelines."
71,“PBOC” means the People’s Bank of China.
72,"“PRC” means the People’s Republic of China, excluding for the purposes of interpretation of this Prospectus only, Hong Kong, Macau and Taiwan."
73,“PRC Custodian” means Industrial and Commercial Bank of China Limited or such other person (or persons) who for the time being is duly appointed to be the PRC custodian for Investment Funds which invest directly in A-Shares.
74,"“PRC Custody Agreement” means the custodian agreement entered into between the Manager and the PRC Custodian, as amended from time to time."
75,"“PRC Participation Agreement” means the participation agreement entered into between the Trustee, the Manager and the PRC Custodian, as amended from time to time."
76,“Primary Market Investor” means an investor who makes a request to a Participating Dealer to effect an Application on his behalf.
77,“QFII” means a qualified foreign institutional investor ap proved pursuant to the relevant PRC regulations (as amended from time to time).
78,"“Realisation Application” means, in respect of an Investment Fund, an application by a Participating Dealer for the realisation of Units in Application Unit size (or whole multiples thereof) in accordance with the relevant procedures set out in the Trust Deed and the relevant Participation Agreement."
79,"10 MAIN\CHWINN\20768184_2.docx “Realisation Price” means, in respect of a Unit of an Investment Fund, the Realisation price per Unit of a particular class calc ulated in accordance with the Trust Deed at which Units are from time to time realised."
80,“Register” the register of Unitholders to be kept pursuant to the Trust Deed.
81,"“Registrar” means, such person as may from time to time be appointed by the Manager to k eep the Register."
82,"“RMB” or “Renminbi” means Renminbi Yuan, the lawful currency of the PRC."
83,“RQFII” means a Renminbi qualified foreign institutional investor approved pursuant to the relevant PRC regulations (as amended from time to time).
84,“RQFII Regulations” is as defined in Appendix 6 of this Prospectus.
85,“SAFE” means the State Administration of Foreign Exchange of the PRC.
86,“SAT” means the State Administration of Taxation of the PRC.
87,Securities” has the meaning given to such term in Section 1 o f Part I of Schedule 1 of the Securities and Futures Ordinance.
88,“SEHK” means The Stock Exchange of Hong Kong Limited or its successors.
89,“Securities and Futures Ordinance” means the Securities and Futures Ordinance (Cap.
90,571) of Hong Kong.
91,“Service Agent” means HK Conversion Agency Services Limited or such other person as may from time to time be appointed to act as service agent in relation to an Investment Fund.
92,"“Service Agreement” means each agreement by which the Service Agent agrees with the Manager and the Trustee to provide its services entered amongst the Trustee, the Manager, the Registrar, the Participating Dealer, the Service Agent and Hong Kong Securities Clearing Company Limited."
93,"“Settlement Day” means the Business Day which is two Business Days after the relevant Dealing Day (or such later Business Day as is permitted in relation to such Dealing Day pursuant to the Operating Guidelines) or such other number of Business Days after the relevant Dealing Day as the Manager and the Trustee may fr om time to time agree and notify to the relevant Participating Dealers, either generally or for a particular class or classes of Units."
94,"“Shanghai-Hong Kong Stock Connect” means the securities trading and clearing links programme developed by the Hong Kong Exchanges and Clearing Limited, Shanghai Stock Exchange and China Securities Depository and Clearing Corporation Limited, for mutual market access between mainland China and Hong Kong."
95,"“Shenzhen-Hong Kong Stock Connect” means the securities trading and c learing links programme developed by the Hong Kong Exchanges and Clearing Limited, Shenzhen Stock Exchange and China Securities Depository and Clearing Corporation Limited, for mutual market access between mainland China and Hong Kong."
96,“Stock Connect” means the Shanghai-Hong Kong Stock Connect and the Shenzhen -Hong Kong Stock Connect.
97,"11 MAIN\CHWINN\20768184_2.docx “Transaction Fee” means, in respect of an Investment Fund, the fee which may at the discretion of the Manager be charged to each Participating Dealer under the Trust Deed for the benefit of the Trustee, the maximum level of which shall be determined by the Manager from time to time and set out in the prospectus of the relevant Investment Fund."
98,“Trust” means the unit trust constituted by the Trust Deed and to be collectively called Mirae Asset Horizons Exchange Traded Funds Series (formerly known as Horizons Exchange Traded Funds Series) or such other name as the Trustee and the Manager may from time to time determine.
99,"“Trust Deed” means the trust deed dated 23 December 2010 as amended by supplemental deeds dated 16 December 2011, 23 December 2011, 5 November 2012, 14 May 2013, 3 September 2014, 16 November 2015, 11 August 2016, 29 September 2016, 5 October 2016 and 24 November 2016 respectively, between the Manager and the Trustee, as amended."
100,“Trustee” means Cititrust Limited or such other person (or persons) who for the time being is duly appointed to be trustee (or trustees) of the Trust.
101,"“Underlying Index” means, in respect of an Investment Fund, the index against which the relevant Investment Fund is benchmarked."
102,"“Unit” means such number of undivided shares or such fraction of an undivided share of an Investment Fund to which a Unit relates as is represented by a Unit of the relevant class and, except where used in relation to a particular class of Unit, a reference to Units means and includes Units of all classes."
103,"“Unitholder” means the person for the time being entered on the Register as the ho lder of a Unit or Units including, where the context so admits, persons jointly so registered."
104,“US dollar” or “US$” means the lawful currency for the time being and from time to time of the United States of America.
105,"“Unqualified Person” means: (a) a person who by virtue of any law or requirement of any country or governmental authority is not qualified to hold a Unit or who would be in breach of any such law or regulation in acquiring or holding a Unit or if, in the opinion of the Manager, the holding of a Unit by such person might result in the Trust incurring any liability to taxation or suffering a pecuniary disadvantage which the Trust might not otherwise have incurred or suffered, or might result in the Trust, the Manager or the Trustee or any of the ir Connected Persons being exposed to any liability, penalty or regulatory action; or (b) any person if the holding of a Unit by such person might, due to any circumstances whether directly affecting such person and whether relating to such person alone o r to any other person in conjunction therewith (whether such persons are connected or not), in the opinion of the Manager, result in the Trust incurring any liability to taxation or suffering a pecuniary disadvantage which the Trust might not otherwise have incurred or suffered, or in the Trust, the Manager or the Trustee or any of their Connected Persons being exposed to any liability, penalty or regulatory action."
106,"“Valuation Day” means each Business Day on which the Net Asset Value of an Investment Fund and the Net Asset Value of a Unit falls to be calculated and, subject as provided below, in relation to each Dealing Day of any class or classes of Unit means either such Dealing Da y or such Business Day succeeding such Dealing Day, as the Manager may from time to time determine in its absolute discretion (and until otherwise determined the Valuation Day in relation to each Dealing Day shall be such Dealing Day) provided that not les s than one calendar month's prior 12 MAIN\CHWINN\20768184_2.docx notice shall have been given to the Unitholders of the relevant class or classes of Units before any change in the Manager’s determination shall become effective provided always that: (a) if in the opinion of the Manager it would for whatsoever reason it may in its absolute discretion thinks fit (including without prejudice to the generality of the foregoing any change in local, national, international, economic, political, financial or mar ket conditions) be desirable in the interests of the Unitholders of any class or classes so to determine, the Manager may determine that the Valuation Day shall fall on another day; (b) a determination under the provision (a) above shall be evidenced in writing and shall be at the absolute discretion of the Manager who will give notice of the determination to the Trustee."
107,"Such determination shall take effect notwithstanding that the Manager may have published or given notice of a valuation as calculated on the original Valuation Day in relation to such Dealing Day; and (c) where there is more than one class of Units in issue relating to an Investment Fund, the Valuation Day in respect of each such class shall be the same."
108,"“Valuation Point” in respect of an Investment Fund, the official closing of trading on: (i) the securities market on which the Index Securities, or the Securities to which the Index Securities are linked, are listed; or (ii) the commodities market on which any commodities held by an Investment Fund (if any) are traded, on each Valuation Day, and in case there are more than one (1) such securities or commodities markets, the official close of trading on the last relevant securities or commodities market to close, or such other time or tim es as determined by the Trustee and the Manager from time to time provided that there shall always be a Valuation Point on each Valuation Day other than where there is a suspension of determination of the Net Asset Value of the relevant Investment Fund pursuant to the provisions of the Trust Deed."
109,13 MAIN\CHWINN\20768184_2.docx PART 1- GENERAL INFORMATION RELATING TO THE TRUST This Prospectus provides the information you need to make an informed decision about investing in an Investment Fund.
110,It contains important facts about the Trust as a whole and each Investment Fund.
111,Part 1 of this Prospectus includes general information concerning the Trust and its Investment Funds.
112,Part 2 of this Prospectus includes specific information relevant to each Investment Fund.
113,"THE TRUST This Prospectus relates to the Trust, under which each Investment Fund is an exchange traded fund managed by the Manager and authorized as a collective investment scheme by the Commission under Chapter 8.6 and Appendix I of the Code."
114,The Commission’s autho risation is not a recommendation or endorsement of a product nor does it guarantee the commercial merits of a product or its performance.
115,It does not mean the product is suitable for all investors nor is it an endorsement of its suitability for any particu lar investor or class of investors.
116,"The Trust is an umbrella unit trust constituted by way of a trust deed dated 23 December 2010 as amended by supplemental deeds dated 16 December 2011, 23 December 2011, 5 November 2012, 14 May 2013, 3 September 2014, 16 November 2015, 11 August 2016, 29 September 2016, 5 October 2016 and 24 November 2016 respectively, between Mirae Asset Global Investments (Hong Kong) Limited as Manager and Cititrust Limited as Trustee."
117,The terms of the Trust Deed is governed by the laws of Hong Kong.
118,The Trust may issue different classes of Units and the Trustee shall establish a separate pool of assets within the Trust (each such separate pool of assets an “ Investment Fund”) for each class of Units.
119,The assets of an Investment Fund will be invested and administered separately from the other assets of the Trust.
120,The Manager reserves the right to establish other Investment Funds and to issue further classes of Units in the future.
121,"Where indicated in the relevant Appendix, Units in an Investment Fund may be available for trading on the SEHK using a Dual Counter."
122,This Prospectus relates to the following Investment Funds: 1.
123,Mirae Asset Horizons S&P Global Consumer Brands ETF; 2.
124,Mirae Asset Horizons MSCI China ETF; 3.
125,Mirae Asset Horizons Hang Seng High Dividend Yield ETF; and 4.
126,"Mirae Asset Horizons CSI 300 ETF MANAGEMENT AND ADMINISTRATION Manager The Manager of the Trust is Mirae Asset Global Investments (Hong Kong) Limited, a company incorporated in 2003 under the laws of Hong K ong and licensed by the Commission to carry on Types 1 (dealing in securities), 4 (advising on securities) and 9 (asset management) regulated activities in Hong Kong under the Securities and Futures Ordinance."
127,"The Manager is part of the Mirae Asset Global Investments Group, which was the first to open up the mutual fund market in Korea in 1998."
128,"Currently, Mirae Asset Global Investments Group has a presence in Hong Kong (as its global headquarters), Australia, Brazil, Canada, China, India, Taiwan, United Kingdom, USA and Vietnam in addition to its home office in Korea."
129,The Mirae Asset Global Inve stments Group includes one of the largest team of investment professionals globally dedicated to asset management in Asia and other emerging markets.
130,14 MAIN\CHWINN\20768184_2.docx The Manager may appoint additional sub -managers or investment advisers in relation to specific Investment Funds.
131,The Manager shall be responsible for paying the fees of any additional sub - managers or investment advisers appointed by the Manager.
132,"Directors of the Manager The directors of the Manager are as follows: Park, Hyeon Joo Mr."
133,"Hyeon Joo Park is t he founder and Chairman of Mirae Asset Financial Group (the “ Group”), one of the leading independent financial services groups in Asia."
134,He had the vision to establish the Group in 1997 amidst the Asian Financial crisis and was the first to launch retail mu tual funds in South Korea in 1998.
135,"Mirae Asset Global Investments Group (“ Mirae Asset ”), the asset management arm of the Group, is one of the market leaders in the Korean mutual fund industry today, and Chairman Park has built Mirae Asset into one of the l argest investors in emerging market equities."
136,Park has a Bachelor of Business Administration degree from Korea University and attended the Advanced Management Program at Harvard Business School in 2002.
137,Numerous awards and honors have been bestowed on Chairman Park such as “Best Entrepreneur in 2013” by Luxman Magazine of Maeil Economic Daily; “Best Financial Investor in 2011” by the Korea Financial Investment Association; “Master Entrepreneur of the Year in 2009” by Ernst & Young; “The Most Respectable CEO in 2008” by Korea Management Association; and “The Leading CEO in Korean Financial Industry in 2008” by Maeil Economic Daily.
138,"Rhee, Jung Ho Mr."
139,"Jung Ho Rhee is the Chief Executive Officer of Mirae Asset Global Investments (Hong Kong) Limited, overseeing the investment and business development strategies of the firm."
140,"Prior to his current role as CEO, Mr Rhee served as a Senior Executive Director of Mirae Asset Global Investments (Hong Kong) Limited and headed Global Asset Allocation for Mirae Asset."
141,"Previously, he worked at Mirae Asset Securities (HK) Limited initially as Managing Director of Global Research and later as the Chief Financial Officer."
142,"Before relocating to Hong Kong, Mr Rhee worked at Mirae Asset Securities Co., Ltd in Seoul as Head of Inv estment Strategy and later as Head of Asia Pacific Research."
143,"Before that, Mr Rhee worked as a Korea Market Strategist for Daewoo Securities Co., Ltd."
144,He earned his Master of Economics from the University of Hong Kong and his Bachelor of Economics from Yons ei University in Seoul.
145,He is also a CFA charterholder.
146,"Kim, Byung Ha Mr."
147,Byung Ha Kim is Chief Operating Officer at Mirae Asset Global Investments (HK) Limited.
148,He directs and oversees the firm’s operational policies and initiatives.
149,"Prior to his current role, he was Co-Chief Investment Officer at Mirae Asset’s Hong Kong office where he was responsible for co- managing the firm’s Investment Unit, formulating and refining the firm’s investment policies from 2013 to December 2017."
150,"Byung Ha started his career as a Research Analyst at Mirae Asset’s Seoul office in 1999, where he covered Korean eq uities."
151,Later he was promoted to Portfolio Manager and managed retail funds and institutional mandates.
152,"From 2004 to 2005, he served as a Portfolio Manager and Strategist for the Mirae Asset Economic Research Institute, where in addition to managing segregated portfolios for institutional clients, he led and managed a team of research analysts to produce market analysis and research reports for external distribution on behalf of Mirae Asset Financial Group."
153,He moved to Hong Kong in 2005 to take up the role of 15 MAIN\CHWINN\20768184_2.docx Senior Portfolio Manager.
154,Byung Ha holds a Bachelor degree in Business Administration from Seoul National University in Korea.
155,"Kapala, Srinivasa Rao Dr."
156,"Srinivasa Rao Kapala is the Chief Risk Officer of Mirae Asset Global Investments (HK) Limited overseeing various business segments, such as active management business, alternative investments, ETFs and other strategic initiatives."
157,"He is responsible for the measurement, monitoring, and reporting of return and risk parameters for funds domiciled in different jurisdictions and oversees the investment and risk management processes, policies and controls."
158,"Kapala began his financial career in 2004 with ICRA Limited, an Indian As sociate of Moody’s Investors Service, working as a Senior Analyst."
