sentence_id,text
38,Publish all outstanding financial results and address any audit modifications 2.
39,Demonstrate compliance with GEM Rule 17.26 3.
40,Inform market of material information Link to HKEXnews 5 Baiying Holdings Group Limited (8525) 9-Jun-2025 8-Jun-2026 1.
41,Demonstrate compliance with GEM Rule 17.26 2.
42,Inform market of material information Link to HKEXnews 6 CBK Holdings Limited (8428) 2-Jul-2025 1-Jul-2026 1.
43,Publish all outstanding financial results and address any audit modifications 2.
44,Demonstrate compliance with GEM Rule 17.26 3.
45,Inform market of material information Link to HKEXnews 7 Ocean Star Technology Group Limited (8297) 2-Jul-2025 1-Jul-2026 1.
46,Publish all outstanding financial results and address any audit modifications 2.
47,Demonstrate compliance with GEM Rule 17.26 3.
48,Inform market of material information Link to HKEXnews Posted on 31 March 2026 No Long suspended GEM companies Date of suspension End date of remedial period Resumption conditions or guidance / Major issues to be addressed Announcements published by the company 8 Dadi International Group Limited (8130) 2-Jul-2025 1-Jul-2026 1.
49,Publish all outstanding financial results and address any audit modifications 2.
50,Demonstrate compliance with GEM Rule 17.26 3.
51,Inform market of material information Link to HKEXnews 9 China Ocean Group Development Limited (8047) 2-Jul-2025 1-Jul-2026 1.
52,Publish all outstanding financial results and address any audit modifications 2.
53,Demonstrate compliance with GEM Rule 17.26 3.
54,Inform market of material information Link to HKEXnews 10 China Come Ride New Energy Group Limited (8039) 2-Jul-2025 1-Jul-2026 1.
55,Publish all outstanding financial results and address any audit modifications 2.
56,Demonstrate compliance with GEM Rule 17.26 3.
57,"Inform market of material information Link to HKEXnews 11 E-Station Green Technology Group Co., Limited (8475) 9-Jul-2025 8-Jul-2026 1."
58,Publish all outstanding financial results and address any audit modifications 2.
59,Demonstrate compliance with GEM Rule 17.26 3.
60,Re-comply with GEM Rule 5.24 4.
61,Inform market of material information Link to HKEXnews 12 Scorching Dragon Holdings Limited (Formerly known as Dragon King Group Holdings Limited) (8493) 20-Oct-2025 19-Oct-2026 1.
62,Demonstrate compliance with GEM Rule 17.26 2.
63,Re-comply with GEM Rules 5.05(1) and 5.28 3.
64,Inform market of material information Link to HKEXnews 13 Shentong Robot Education Group Company Limited (8206) 14-Oct-2025 13-Oct-2026 1.
65,Demonstrate compliance with GEM Rule 17.26 2.
66,Inform market of material information Link to HKEXnews 14 Lajin Entertainment Network Group Limited (8172) 13-Nov-2025 12-Nov-2026 1.
67,Demonstrate compliance with GEM Rule 17.26 2.
68,Inform market of material information Link to HKEXnews C.
69,Companies subject to a specific remedial period (see paragraph 4) No Long suspended GEM companies Date of suspension End date of specific remedial period Resumption conditions or guidance / Major issues to be addressed Announcements published by the company Nil
