sentence_id,text
41,"Equity market risk  The Sub-Fund’s investment in equity securities is subject to general market risks, whose value may fluctuate due to various factors, such as changes in investment sentiment, political and economic conditions and issuer-specific factors."
42,Concentration / Hong Kong market risks  The Sub-Fund’s investments are concentrated in Hong Kong.
43,The value of the Sub-Fund may be more volatile than that of a fund having a more diverse portfolio of investments.
44,"The value of the Sub-Fund may be more susceptible to adverse economic, political, policy, foreign exchange, liquidity, tax, legal or regulatory event affecting the Hong Kong market."
45,Distributions out of or effectively out of capital risks  Payment of dividends out of capital or effectively out of capital amounts to a return or withdrawal of part of an investor’s original investment or from any capital gains attributable AMUNDI Hang Seng HK 35 Index ETF 4 to that original investment.
46,Any such distributions may result in an immediate reduction in the Net Asset Value per Unit of the Sub-Fund.
47,RMB currency and conversion risks  Investors in RMB traded Units whose assets and liabilities are predominantly in HKD or in currencies other than RMB should take into account the potential risk of loss arising from fluctuations in value between the such currencies and RMB.
48,"There is no guarantee that RMB will appreciate in value against HKD or any other currency, or that the strength of RMB may not weaken."
49,In such case an investor may enjoy a gain in RMB terms but suffer a loss when converting funds from RMB back into Hong Kong d ollars (or any other currency).
50, RMB is currently not freely convertible and is subject to exchange controls and restrictions.
51,"Although offshore RMB (CNH) and onshore RMB (CNY) are the s ame currency, they trade at different rates."
52,Any divergence between CNH and CNY may adversely impact investors in RMB traded Units.
53,Passive investments risk  The Sub-Fund is passively managed and the Manager will not have the discretion to adapt to market changes due to the inherent investment nature of the Sub-Fund.
54,Falls in the Index are expected to result in corresponding falls in the value of the Sub-Fund.
55,"Tracking error risk  The Sub-Fund may be subject to tracking error risk, which is the risk that its performance may not track that of the Index exactly."
56,This tracking error may result from the investment strategy used and/or fees and expenses.
57,The Manager will monitor and seek to manage such risk and minimise tracking error.
58,There can be no assurance of exact or identical replication at any time of the performance of the Index.
59,Index-related risk  There may be errors in Index data which may not be identified or corrected for a period of time.
60,This may have an adverse impact on the Sub-Fund and Unitholders.
61,The Index Provider may change the securities which comprise the Index from time to time and securities initially comprised in the Index may be delisted.
62,The SFC may withdraw its authorisation of the Sub-Fund if it no longer considers the Index as acceptable.
63,Trading risks  The trading price of Units on the SEHK is driven by market factors such as the demand and supply of Units.
64,"Therefore, the Units may trade at a substantial premium or discount to the Sub-Fund’s Net Asset Value."
65, As investors will pay certain charges (e.g.
66,"trading fees and brokerage fees) to buy or sell Units on the SEHK, investors may pay more than the Net Asset Value per Unit when buying Units on the SEHK, and may receive less than the Net Asset Value per Unit when selling Units on the SEHK."
67, Units under the RMB counter are RMB -denominated securities traded on the SEHK and settled in CCASS.
68,Not all stockbrokers or custodians may be ready and able to carry out trading and settlement of RMB -traded Units.
69,The limited availability of RMB outside the PRC may also affect the liquidity and trading price of the RMB-traded Units.
70,"Termination risks  The Sub-Fund may be terminated early under certain circumstances, for example, where the Index is no longer available for benchmarking or if the size of the Sub-Fund falls below HKD100 million."
71,Investors may not be able to recover their investments and suffer a loss AMUNDI Hang Seng HK 35 Index ETF 5 when the Sub-Fund is terminated.
72,"Reliance on market maker and liquidity risks  Although the Manager will ensure that at least one Market Maker will maintain a market for the Units traded in each counter , and that at least one Market Maker to each counter gives not less than 3 months’ notice prior to terminating market making arrangement under the relevant market maker agreement, liquidity in the market for Units may be adversely affected if there is no or only one Market Maker for the RMB or HKD traded Units."
73,There is also no guarantee that any market making activity will be effective.
74, There may be less interest by potential Market Maker s making a market in Units denominated and traded in RMB.
75,Any disruption to the availability of RMB may adversely affect the capability of market makers in providing liquidity for Units.
76,"Dual counter risks  If there is a suspension of the inter -counter transfer of Units between the counters and/or any limitation on the level of services by brokers and CCASS participants, Unitholders will only be able to trade their Units in one counter only, which may inhibit or delay an investor’s dealing."
77,The market price of Units traded in each counter may deviate significantly.
78,"As such, investors may pay more or receive less when buying or selling Units traded in HKD on the SEHK than in respect of Units traded in RMB, and vice versa."
79,How has the fund performed?
80,"Since the Sub-Fund is newly set up, there is insufficient data to provide a useful indication of past performance to investors."
81,Is there any guarantee?
82,The Sub-Fund does not have a ny guarantees.
83,You may not get back the amount of money you invest.
84,What are the fees and charges?
85,Please refer to the section entitled “Fees and Expenses” of the Prospectus for details of other fees and expenses.
86,"Charges incurred when trading the Sub-Fund on the SEHK Fees What you pay Brokerage fee Market rates Transaction levy 0.0027%1 of the trading price Trading fee 0.005%2 of the trading price Stamp duty Nil Inter-counter transfer HKD53 1 Transaction levy of 0.0027% of the trading price of the Units, payable by each of the buyer and the seller."
87,"2 Trading fee of 0.005% of the trading price of the Units, payable by each of the buyer and the seller."
88,3 The Hong Kong Securities Clearing Company Limited will charge each CCASS participant a fee of HKD5 per instruction for effecting an inter -counter transfer between one counter and the other counter.
89,Investors should check with their brokers regarding any additional fees.
90,AMUNDI Hang Seng HK 35 Index ETF 6 Ongoing fees payable by the Sub-Fund The following expenses will be paid out of the Sub-Fund.
91,They affect you because they reduce the Net Asset Value of the Sub-Fund which may affect the trading price.
92,Fees Annual rate (as a % of the Sub-Fund’s value) Management fee* 0.28% Trustee fee No separate Trustee Fee is charged.
93,The Trustee Fee is included in the management fee.
94,Performance fee Nil Administration and custody fees No separate administration or custody fees are charged.
95,These are included in the management fee.
96,* Please note that this fee may be increased up to a permitted maximum on giving 1 month’s notice to unitholders.
97,Other fees You may have to pay other fees when dealing in the Units of the Sub-Fund.
98,"Additional information You can find the following information relating to the Sub-Fund (in English and in Chinese) at the following website www.amundietf.com.hk (which has not been reviewed or approved by the SFC):  The Prospectus including the Product Key Facts Statement (as revised from time to time)  The latest annual audited accounts and interim half yearly unaudited report of the Sub - Fund (in English only)  Any notices relating to material changes to the Sub-Fund which may have an impact on its investors such as material alterations or additions to the Prospectus including the Product Key Facts Statement or the constitutive documents of the Trust and/or the Sub-Fund  Any public announcements made by the Manager in respect of the Sub -Fund, including information with regard to the Sub-Fund and the Index , the suspension of creation s and redemptions of Units, the suspension of the calculation of its Net Asset Value, changes in its fees and the suspension and resumption of trading in its Units  The near real time estimated Net Asset Value per Unit of the Sub-Fund (updated every 15 seconds throughout each dealing day) in HKD and in RMB  The last closing Net Asset Value of the Sub-Fund in HKD only and the last closing Net Asset Value per Unit of the Sub-Fund in HKD and in RMB  The past performance information of the Sub-Fund  The annual tracking difference and tracking error of the Sub-Fund  The composition of the Sub-Fund (updated on a daily basis)  The latest list of the Participating Dealers and Market Makers of the Sub-Fund  The composition of distributions (i.e."
99,"the relative amounts paid out of (i) net distributable income, and (ii) capital), if any, for a 12-month rolling period The near real time estimated Net Asset Value per Unit in RMB is indicative and for reference only."
100,This is updated every 15 seconds during SEHK trading hours and is calculated by Interactive Data Hong Kong Limited using the near real time estimated Net Asset Value per Unit in HKD multiplied by a near real time RMB :HKD foreign exchange rate for offshore RMB (CNH) quoted by Interactive Data Hong Kong Limited.
101,"The last closing Net Asset Value per Unit in RMB, is indicative and for reference only and is calculated by the Trustee using the official last closing Net Asset Value per Unit in HKD multiplied AMUNDI Hang Seng HK 35 Index ETF 7 by an assumed foreign exchange rate (i.e."
102,not a real t ime exchange rate) being the fixing exchange rate provided by Bloomberg for offshore RMB (CNH) at 3:00 p.m.
103,(Hong Kong time) as of the same dealing day.
104,"Important If you are in doubt, you should seek professional advice."
105,The SFC takes no responsibility for the contents of this statement and makes no representation as to its accuracy or completeness.
